id,c_rss_id,comment_id,issue_id,comment,sentence,author,tagged,isRelevant,label,isIssue,isAlternative,isPro,isCon,isDecision
1083,1765,53452,6155,"Hi Nikhith,
Our kernel freeze date has passed, so I'm not sure if this can happen for the Vivid release.  We do have a process, called SRU (Stable Release Update) which will allow us to make changes after the release.
I will let our kernel team weigh in on the timing of all that.
 thanks,
 Brian","We do have a process, called SRU (Stable Release Update) which will allow us to make changes after the release.",Brian Fromme (brianfromme),NULL,1,alternative,0,1,0,0,0
1084,1766,53452,6155,"Hi Nikhith,
Our kernel freeze date has passed, so I'm not sure if this can happen for the Vivid release.  We do have a process, called SRU (Stable Release Update) which will allow us to make changes after the release.
I will let our kernel team weigh in on the timing of all that.
 thanks,
 Brian",I will let our kernel team weigh in on the timing of all that.,Brian Fromme (brianfromme),NULL,0,NULL,0,0,0,0,0
1085,1767,53452,6155,"Hi Nikhith,
Our kernel freeze date has passed, so I'm not sure if this can happen for the Vivid release.  We do have a process, called SRU (Stable Release Update) which will allow us to make changes after the release.
I will let our kernel team weigh in on the timing of all that.
 thanks,
 Brian","thanks,
 Brian",Brian Fromme (brianfromme),NULL,0,NULL,0,0,0,0,0
1086,1768,53453,6155,"Hi Brian, we are using this bug to track our submission for 14.04 (3.13 kernel).  we are using bug 1439612 to track our submission for 14.04.03 (3.19 kernel) submission.
Nikhith's request would be to set the version number for the driver in 14.04 update.
Thanks,
Walt","Hi Brian, we are using this bug to track our submission for 14.04 (3.13 kernel).",Walt Esker (walt-esker),NULL,0,NULL,0,0,0,0,0
1087,1769,53453,6155,"Hi Brian, we are using this bug to track our submission for 14.04 (3.13 kernel).  we are using bug 1439612 to track our submission for 14.04.03 (3.19 kernel) submission.
Nikhith's request would be to set the version number for the driver in 14.04 update.
Thanks,
Walt",we are using bug 1439612 to track our submission for 14.04.03 (3.19 kernel) submission.,Walt Esker (walt-esker),NULL,0,NULL,0,0,0,0,0
1088,1770,53453,6155,"Hi Brian, we are using this bug to track our submission for 14.04 (3.13 kernel).  we are using bug 1439612 to track our submission for 14.04.03 (3.19 kernel) submission.
Nikhith's request would be to set the version number for the driver in 14.04 update.
Thanks,
Walt",Nikhith's request would be to set the version number for the driver in 14.04 update.,Walt Esker (walt-esker),NULL,1,alternative,0,1,0,0,0
1089,1771,53453,6155,"Hi Brian, we are using this bug to track our submission for 14.04 (3.13 kernel).  we are using bug 1439612 to track our submission for 14.04.03 (3.19 kernel) submission.
Nikhith's request would be to set the version number for the driver in 14.04 update.
Thanks,
Walt","Thanks,
Walt",Walt Esker (walt-esker),NULL,0,NULL,0,0,0,0,0
1090,721,54289,6280,"This bug is missing log files that will aid in diagnosing the problem. From a terminal window please run:
apport-collect 1477466
and then change the status of the bug to 'Confirmed'.
If, due to the nature of the issue you have encountered, you are unable to run this command, please add a comment stating that fact and change the bug status to 'Confirmed'.
This change has been made by an automated script, maintained by the Ubuntu Kernel Team.",This bug is missing log files that will aid in diagnosing the problem.,Brad Figg (brad-figg),NULL,0,NULL,0,0,0,0,0
1091,722,54289,6280,"This bug is missing log files that will aid in diagnosing the problem. From a terminal window please run:
apport-collect 1477466
and then change the status of the bug to 'Confirmed'.
If, due to the nature of the issue you have encountered, you are unable to run this command, please add a comment stating that fact and change the bug status to 'Confirmed'.
This change has been made by an automated script, maintained by the Ubuntu Kernel Team.","From a terminal window please run:
apport-collect 1477466
and then change the status of the bug to 'Confirmed'.",Brad Figg (brad-figg),NULL,0,NULL,0,0,0,0,0
1092,723,54289,6280,"This bug is missing log files that will aid in diagnosing the problem. From a terminal window please run:
apport-collect 1477466
and then change the status of the bug to 'Confirmed'.
If, due to the nature of the issue you have encountered, you are unable to run this command, please add a comment stating that fact and change the bug status to 'Confirmed'.
This change has been made by an automated script, maintained by the Ubuntu Kernel Team.","If, due to the nature of the issue you have encountered, you are unable to run this command, please add a comment stating that fact and change the bug status to 'Confirmed'.",Brad Figg (brad-figg),NULL,1,decision,0,0,0,0,1
1093,724,54289,6280,"This bug is missing log files that will aid in diagnosing the problem. From a terminal window please run:
apport-collect 1477466
and then change the status of the bug to 'Confirmed'.
If, due to the nature of the issue you have encountered, you are unable to run this command, please add a comment stating that fact and change the bug status to 'Confirmed'.
This change has been made by an automated script, maintained by the Ubuntu Kernel Team.","This change has been made by an automated script, maintained by the Ubuntu Kernel Team.",Brad Figg (brad-figg),NULL,0,NULL,0,0,0,0,0
1094,725,54290,6280,"@gavin has cherry-picked some commits and we would like you to test and provide feedback:
These are Gavin's comments:
----
@tinoco,
I've backported the 2 patches you mentioned in the bug description. Could
you help to verify if the backported kernel can speed up the performance?
The kernel source is in:
http://kernel.ubuntu.com/git/gavinguo/ubuntu-trusty-amd64.git/log/?h=sf00088101
The kernel package:
http://kernel.ubuntu.com/~gavinguo/sf00088101/
- The first commit as following can be cleanly cherry-picked:
commit 9b174d88c257150562b0101fcc6cb6c3cb74275c
Author: Jesse Gross 
Date: Tue Dec 30 19:10:15 2014 -0800
net: Add Transparent Ethernet Bridging GRO support.
- The second has some conflict and I tried to fix that:
commit 66e5133f19e901a044fa5eaeeb6ecff4545839e5
Author: Toshiaki Makita 
Date: Mon Jun 1 21:55:06 2015 +0900
vlan: Add GRO support for non hardware accelerated vlan
- Despite I fixed the conflict, the kernel cannot be built and still need the
commit:
commit 0e82d0187ce8327aca20ec9e4e32ee10fbd229cb
Author: David S. Miller 
Date: Mon Jun 1 14:56:09 2015 -0700
net: Add priority to packet_offload objects.
Because in the Vivid kernel, there is no priority member in the
packet_offload struct.
Please tell me if you find anything wrong, sorry for not familiar with the
network subsystem.
----
Thank you
Rafael Tinoco","@gavin has cherry-picked some commits and we would like you to test and provide feedback:
These are Gavin's comments:
----
@tinoco,
I've backported the 2 patches you mentioned in the bug description.",Rafael David Tinoco (inaddy),NULL,0,NULL,0,0,0,0,0
1095,726,54290,6280,"@gavin has cherry-picked some commits and we would like you to test and provide feedback:
These are Gavin's comments:
----
@tinoco,
I've backported the 2 patches you mentioned in the bug description. Could
you help to verify if the backported kernel can speed up the performance?
The kernel source is in:
http://kernel.ubuntu.com/git/gavinguo/ubuntu-trusty-amd64.git/log/?h=sf00088101
The kernel package:
http://kernel.ubuntu.com/~gavinguo/sf00088101/
- The first commit as following can be cleanly cherry-picked:
commit 9b174d88c257150562b0101fcc6cb6c3cb74275c
Author: Jesse Gross 
Date: Tue Dec 30 19:10:15 2014 -0800
net: Add Transparent Ethernet Bridging GRO support.
- The second has some conflict and I tried to fix that:
commit 66e5133f19e901a044fa5eaeeb6ecff4545839e5
Author: Toshiaki Makita 
Date: Mon Jun 1 21:55:06 2015 +0900
vlan: Add GRO support for non hardware accelerated vlan
- Despite I fixed the conflict, the kernel cannot be built and still need the
commit:
commit 0e82d0187ce8327aca20ec9e4e32ee10fbd229cb
Author: David S. Miller 
Date: Mon Jun 1 14:56:09 2015 -0700
net: Add priority to packet_offload objects.
Because in the Vivid kernel, there is no priority member in the
packet_offload struct.
Please tell me if you find anything wrong, sorry for not familiar with the
network subsystem.
----
Thank you
Rafael Tinoco","Could
you help to verify if the backported kernel can speed up the performance?",Rafael David Tinoco (inaddy),NULL,1,alternative,0,1,0,0,0
1096,727,54290,6280,"@gavin has cherry-picked some commits and we would like you to test and provide feedback:
These are Gavin's comments:
----
@tinoco,
I've backported the 2 patches you mentioned in the bug description. Could
you help to verify if the backported kernel can speed up the performance?
The kernel source is in:
http://kernel.ubuntu.com/git/gavinguo/ubuntu-trusty-amd64.git/log/?h=sf00088101
The kernel package:
http://kernel.ubuntu.com/~gavinguo/sf00088101/
- The first commit as following can be cleanly cherry-picked:
commit 9b174d88c257150562b0101fcc6cb6c3cb74275c
Author: Jesse Gross 
Date: Tue Dec 30 19:10:15 2014 -0800
net: Add Transparent Ethernet Bridging GRO support.
- The second has some conflict and I tried to fix that:
commit 66e5133f19e901a044fa5eaeeb6ecff4545839e5
Author: Toshiaki Makita 
Date: Mon Jun 1 21:55:06 2015 +0900
vlan: Add GRO support for non hardware accelerated vlan
- Despite I fixed the conflict, the kernel cannot be built and still need the
commit:
commit 0e82d0187ce8327aca20ec9e4e32ee10fbd229cb
Author: David S. Miller 
Date: Mon Jun 1 14:56:09 2015 -0700
net: Add priority to packet_offload objects.
Because in the Vivid kernel, there is no priority member in the
packet_offload struct.
Please tell me if you find anything wrong, sorry for not familiar with the
network subsystem.
----
Thank you
Rafael Tinoco","The kernel source is in:
http://kernel.ubuntu.com/git/gavinguo/ubuntu-trusty-amd64.git/log/?h=sf00088101
The kernel package:
http://kernel.ubuntu.com/~gavinguo/sf00088101/
- The first commit as following can be cleanly cherry-picked:
commit 9b174d88c257150562b0101fcc6cb6c3cb74275c
Author: Jesse Gross 
Date: Tue Dec 30 19:10:15 2014 -0800
net: Add Transparent Ethernet Bridging GRO support.",Rafael David Tinoco (inaddy),NULL,1,alternative,0,1,0,0,0
1097,728,54290,6280,"@gavin has cherry-picked some commits and we would like you to test and provide feedback:
These are Gavin's comments:
----
@tinoco,
I've backported the 2 patches you mentioned in the bug description. Could
you help to verify if the backported kernel can speed up the performance?
The kernel source is in:
http://kernel.ubuntu.com/git/gavinguo/ubuntu-trusty-amd64.git/log/?h=sf00088101
The kernel package:
http://kernel.ubuntu.com/~gavinguo/sf00088101/
- The first commit as following can be cleanly cherry-picked:
commit 9b174d88c257150562b0101fcc6cb6c3cb74275c
Author: Jesse Gross 
Date: Tue Dec 30 19:10:15 2014 -0800
net: Add Transparent Ethernet Bridging GRO support.
- The second has some conflict and I tried to fix that:
commit 66e5133f19e901a044fa5eaeeb6ecff4545839e5
Author: Toshiaki Makita 
Date: Mon Jun 1 21:55:06 2015 +0900
vlan: Add GRO support for non hardware accelerated vlan
- Despite I fixed the conflict, the kernel cannot be built and still need the
commit:
commit 0e82d0187ce8327aca20ec9e4e32ee10fbd229cb
Author: David S. Miller 
Date: Mon Jun 1 14:56:09 2015 -0700
net: Add priority to packet_offload objects.
Because in the Vivid kernel, there is no priority member in the
packet_offload struct.
Please tell me if you find anything wrong, sorry for not familiar with the
network subsystem.
----
Thank you
Rafael Tinoco","- The second has some conflict and I tried to fix that:
commit 66e5133f19e901a044fa5eaeeb6ecff4545839e5
Author: Toshiaki Makita 
Date: Mon Jun 1 21:55:06 2015 +0900
vlan: Add GRO support for non hardware accelerated vlan
- Despite I fixed the conflict, the kernel cannot be built and still need the
commit:
commit 0e82d0187ce8327aca20ec9e4e32ee10fbd229cb
Author: David S. Miller 
Date: Mon Jun 1 14:56:09 2015 -0700
net: Add priority to packet_offload objects.",Rafael David Tinoco (inaddy),NULL,1,"alternative, pro, con",0,1,1,1,0
1098,729,54290,6280,"@gavin has cherry-picked some commits and we would like you to test and provide feedback:
These are Gavin's comments:
----
@tinoco,
I've backported the 2 patches you mentioned in the bug description. Could
you help to verify if the backported kernel can speed up the performance?
The kernel source is in:
http://kernel.ubuntu.com/git/gavinguo/ubuntu-trusty-amd64.git/log/?h=sf00088101
The kernel package:
http://kernel.ubuntu.com/~gavinguo/sf00088101/
- The first commit as following can be cleanly cherry-picked:
commit 9b174d88c257150562b0101fcc6cb6c3cb74275c
Author: Jesse Gross 
Date: Tue Dec 30 19:10:15 2014 -0800
net: Add Transparent Ethernet Bridging GRO support.
- The second has some conflict and I tried to fix that:
commit 66e5133f19e901a044fa5eaeeb6ecff4545839e5
Author: Toshiaki Makita 
Date: Mon Jun 1 21:55:06 2015 +0900
vlan: Add GRO support for non hardware accelerated vlan
- Despite I fixed the conflict, the kernel cannot be built and still need the
commit:
commit 0e82d0187ce8327aca20ec9e4e32ee10fbd229cb
Author: David S. Miller 
Date: Mon Jun 1 14:56:09 2015 -0700
net: Add priority to packet_offload objects.
Because in the Vivid kernel, there is no priority member in the
packet_offload struct.
Please tell me if you find anything wrong, sorry for not familiar with the
network subsystem.
----
Thank you
Rafael Tinoco","Because in the Vivid kernel, there is no priority member in the
packet_offload struct.",Rafael David Tinoco (inaddy),NULL,1,issue,1,0,0,0,0
1099,730,54290,6280,"@gavin has cherry-picked some commits and we would like you to test and provide feedback:
These are Gavin's comments:
----
@tinoco,
I've backported the 2 patches you mentioned in the bug description. Could
you help to verify if the backported kernel can speed up the performance?
The kernel source is in:
http://kernel.ubuntu.com/git/gavinguo/ubuntu-trusty-amd64.git/log/?h=sf00088101
The kernel package:
http://kernel.ubuntu.com/~gavinguo/sf00088101/
- The first commit as following can be cleanly cherry-picked:
commit 9b174d88c257150562b0101fcc6cb6c3cb74275c
Author: Jesse Gross 
Date: Tue Dec 30 19:10:15 2014 -0800
net: Add Transparent Ethernet Bridging GRO support.
- The second has some conflict and I tried to fix that:
commit 66e5133f19e901a044fa5eaeeb6ecff4545839e5
Author: Toshiaki Makita 
Date: Mon Jun 1 21:55:06 2015 +0900
vlan: Add GRO support for non hardware accelerated vlan
- Despite I fixed the conflict, the kernel cannot be built and still need the
commit:
commit 0e82d0187ce8327aca20ec9e4e32ee10fbd229cb
Author: David S. Miller 
Date: Mon Jun 1 14:56:09 2015 -0700
net: Add priority to packet_offload objects.
Because in the Vivid kernel, there is no priority member in the
packet_offload struct.
Please tell me if you find anything wrong, sorry for not familiar with the
network subsystem.
----
Thank you
Rafael Tinoco","Please tell me if you find anything wrong, sorry for not familiar with the
network subsystem.",Rafael David Tinoco (inaddy),NULL,0,NULL,0,0,0,0,0
1100,731,54290,6280,"@gavin has cherry-picked some commits and we would like you to test and provide feedback:
These are Gavin's comments:
----
@tinoco,
I've backported the 2 patches you mentioned in the bug description. Could
you help to verify if the backported kernel can speed up the performance?
The kernel source is in:
http://kernel.ubuntu.com/git/gavinguo/ubuntu-trusty-amd64.git/log/?h=sf00088101
The kernel package:
http://kernel.ubuntu.com/~gavinguo/sf00088101/
- The first commit as following can be cleanly cherry-picked:
commit 9b174d88c257150562b0101fcc6cb6c3cb74275c
Author: Jesse Gross 
Date: Tue Dec 30 19:10:15 2014 -0800
net: Add Transparent Ethernet Bridging GRO support.
- The second has some conflict and I tried to fix that:
commit 66e5133f19e901a044fa5eaeeb6ecff4545839e5
Author: Toshiaki Makita 
Date: Mon Jun 1 21:55:06 2015 +0900
vlan: Add GRO support for non hardware accelerated vlan
- Despite I fixed the conflict, the kernel cannot be built and still need the
commit:
commit 0e82d0187ce8327aca20ec9e4e32ee10fbd229cb
Author: David S. Miller 
Date: Mon Jun 1 14:56:09 2015 -0700
net: Add priority to packet_offload objects.
Because in the Vivid kernel, there is no priority member in the
packet_offload struct.
Please tell me if you find anything wrong, sorry for not familiar with the
network subsystem.
----
Thank you
Rafael Tinoco","----
Thank you
Rafael Tinoco",Rafael David Tinoco (inaddy),NULL,0,NULL,0,0,0,0,0
1101,732,54291,6280,"Hi Kamal-
what is the status of this issue. Have you had a chance to try the kernel with back-ported changes?
Thank you","Hi Kamal-
what is the status of this issue.",Dragan S. (dragan-s),NULL,0,NULL,0,0,0,0,0
1102,733,54291,6280,"Hi Kamal-
what is the status of this issue. Have you had a chance to try the kernel with back-ported changes?
Thank you",Have you had a chance to try the kernel with back-ported changes?,Dragan S. (dragan-s),NULL,0,NULL,0,0,0,0,0
1103,734,54291,6280,"Hi Kamal-
what is the status of this issue. Have you had a chance to try the kernel with back-ported changes?
Thank you",Thank you,Dragan S. (dragan-s),NULL,0,NULL,0,0,0,0,0
1104,735,54292,6280,"Hi Dragan,
This is an old bug, as far as i remember that we tested it and the performance still not as expected.
we can test it again, but does this patches back-ported ?
thanks,
Talat","Hi Dragan,
This is an old bug, as far as i remember that we tested it and the performance still not as expected.",Talat Batheesh (talat-b87),NULL,1,issue,1,0,0,0,0
1105,736,54292,6280,"Hi Dragan,
This is an old bug, as far as i remember that we tested it and the performance still not as expected.
we can test it again, but does this patches back-ported ?
thanks,
Talat","we can test it again, but does this patches back-ported ?",Talat Batheesh (talat-b87),NULL,0,NULL,0,0,0,0,0
1106,737,54292,6280,"Hi Dragan,
This is an old bug, as far as i remember that we tested it and the performance still not as expected.
we can test it again, but does this patches back-ported ?
thanks,
Talat","thanks,
Talat",Talat Batheesh (talat-b87),NULL,0,NULL,0,0,0,0,0
1107,738,54293,6280,"Hi Talat-
The bug was filed against vivid which is no longer maintained. The original submitter had requested certain patches be back-ported to vivid because they supposedly fixed an issue.
The requested patches were back-ported and they didn't fix the issue the submitter purported that they fix.
So I wanted to know two things:
1. Does the reported issue still appear in latest releases such as xenial(16.04)
2. If so does this issue appear in the mainline kernel as well?
This will determine if the reported issue is an Ubuntu specific issue or if the general mainline linux kernel needs fixing.
If you can re-run the tests on 1 & 2 that would be very helpful, but it would also help if you could provide the exact configuration and steps you use so that I can try and reproduce your tests.
Thanks.","Hi Talat-
The bug was filed against vivid which is no longer maintained.",Dragan S. (dragan-s),NULL,1,issue,1,0,0,0,0
1108,739,54293,6280,"Hi Talat-
The bug was filed against vivid which is no longer maintained. The original submitter had requested certain patches be back-ported to vivid because they supposedly fixed an issue.
The requested patches were back-ported and they didn't fix the issue the submitter purported that they fix.
So I wanted to know two things:
1. Does the reported issue still appear in latest releases such as xenial(16.04)
2. If so does this issue appear in the mainline kernel as well?
This will determine if the reported issue is an Ubuntu specific issue or if the general mainline linux kernel needs fixing.
If you can re-run the tests on 1 & 2 that would be very helpful, but it would also help if you could provide the exact configuration and steps you use so that I can try and reproduce your tests.
Thanks.",The original submitter had requested certain patches be back-ported to vivid because they supposedly fixed an issue.,Dragan S. (dragan-s),NULL,1,alternative,0,1,0,0,0
1109,740,54293,6280,"Hi Talat-
The bug was filed against vivid which is no longer maintained. The original submitter had requested certain patches be back-ported to vivid because they supposedly fixed an issue.
The requested patches were back-ported and they didn't fix the issue the submitter purported that they fix.
So I wanted to know two things:
1. Does the reported issue still appear in latest releases such as xenial(16.04)
2. If so does this issue appear in the mainline kernel as well?
This will determine if the reported issue is an Ubuntu specific issue or if the general mainline linux kernel needs fixing.
If you can re-run the tests on 1 & 2 that would be very helpful, but it would also help if you could provide the exact configuration and steps you use so that I can try and reproduce your tests.
Thanks.",The requested patches were back-ported and they didn't fix the issue the submitter purported that they fix.,Dragan S. (dragan-s),NULL,1,con,0,0,0,1,0
1110,741,54293,6280,"Hi Talat-
The bug was filed against vivid which is no longer maintained. The original submitter had requested certain patches be back-ported to vivid because they supposedly fixed an issue.
The requested patches were back-ported and they didn't fix the issue the submitter purported that they fix.
So I wanted to know two things:
1. Does the reported issue still appear in latest releases such as xenial(16.04)
2. If so does this issue appear in the mainline kernel as well?
This will determine if the reported issue is an Ubuntu specific issue or if the general mainline linux kernel needs fixing.
If you can re-run the tests on 1 & 2 that would be very helpful, but it would also help if you could provide the exact configuration and steps you use so that I can try and reproduce your tests.
Thanks.","So I wanted to know two things:
1.",Dragan S. (dragan-s),NULL,0,NULL,0,0,0,0,0
1111,742,54293,6280,"Hi Talat-
The bug was filed against vivid which is no longer maintained. The original submitter had requested certain patches be back-ported to vivid because they supposedly fixed an issue.
The requested patches were back-ported and they didn't fix the issue the submitter purported that they fix.
So I wanted to know two things:
1. Does the reported issue still appear in latest releases such as xenial(16.04)
2. If so does this issue appear in the mainline kernel as well?
This will determine if the reported issue is an Ubuntu specific issue or if the general mainline linux kernel needs fixing.
If you can re-run the tests on 1 & 2 that would be very helpful, but it would also help if you could provide the exact configuration and steps you use so that I can try and reproduce your tests.
Thanks.","Does the reported issue still appear in latest releases such as xenial(16.04)
2.",Dragan S. (dragan-s),NULL,1,issue,1,0,0,0,0
1112,743,54293,6280,"Hi Talat-
The bug was filed against vivid which is no longer maintained. The original submitter had requested certain patches be back-ported to vivid because they supposedly fixed an issue.
The requested patches were back-ported and they didn't fix the issue the submitter purported that they fix.
So I wanted to know two things:
1. Does the reported issue still appear in latest releases such as xenial(16.04)
2. If so does this issue appear in the mainline kernel as well?
This will determine if the reported issue is an Ubuntu specific issue or if the general mainline linux kernel needs fixing.
If you can re-run the tests on 1 & 2 that would be very helpful, but it would also help if you could provide the exact configuration and steps you use so that I can try and reproduce your tests.
Thanks.",If so does this issue appear in the mainline kernel as well?,Dragan S. (dragan-s),NULL,1,issue,1,0,0,0,0
1113,744,54293,6280,"Hi Talat-
The bug was filed against vivid which is no longer maintained. The original submitter had requested certain patches be back-ported to vivid because they supposedly fixed an issue.
The requested patches were back-ported and they didn't fix the issue the submitter purported that they fix.
So I wanted to know two things:
1. Does the reported issue still appear in latest releases such as xenial(16.04)
2. If so does this issue appear in the mainline kernel as well?
This will determine if the reported issue is an Ubuntu specific issue or if the general mainline linux kernel needs fixing.
If you can re-run the tests on 1 & 2 that would be very helpful, but it would also help if you could provide the exact configuration and steps you use so that I can try and reproduce your tests.
Thanks.",This will determine if the reported issue is an Ubuntu specific issue or if the general mainline linux kernel needs fixing.,Dragan S. (dragan-s),NULL,1,issue,1,0,0,0,0
1114,745,54293,6280,"Hi Talat-
The bug was filed against vivid which is no longer maintained. The original submitter had requested certain patches be back-ported to vivid because they supposedly fixed an issue.
The requested patches were back-ported and they didn't fix the issue the submitter purported that they fix.
So I wanted to know two things:
1. Does the reported issue still appear in latest releases such as xenial(16.04)
2. If so does this issue appear in the mainline kernel as well?
This will determine if the reported issue is an Ubuntu specific issue or if the general mainline linux kernel needs fixing.
If you can re-run the tests on 1 & 2 that would be very helpful, but it would also help if you could provide the exact configuration and steps you use so that I can try and reproduce your tests.
Thanks.","If you can re-run the tests on 1 & 2 that would be very helpful, but it would also help if you could provide the exact configuration and steps you use so that I can try and reproduce your tests.",Dragan S. (dragan-s),NULL,0,NULL,0,0,0,0,0
1115,746,54293,6280,"Hi Talat-
The bug was filed against vivid which is no longer maintained. The original submitter had requested certain patches be back-ported to vivid because they supposedly fixed an issue.
The requested patches were back-ported and they didn't fix the issue the submitter purported that they fix.
So I wanted to know two things:
1. Does the reported issue still appear in latest releases such as xenial(16.04)
2. If so does this issue appear in the mainline kernel as well?
This will determine if the reported issue is an Ubuntu specific issue or if the general mainline linux kernel needs fixing.
If you can re-run the tests on 1 & 2 that would be very helpful, but it would also help if you could provide the exact configuration and steps you use so that I can try and reproduce your tests.
Thanks.",Thanks.,Dragan S. (dragan-s),NULL,0,NULL,0,0,0,0,0
1116,747,54294,6280,"Hi Talat-
any update on this issue?
Thanks","Hi Talat-
any update on this issue?",Dragan S. (dragan-s),NULL,0,NULL,0,0,0,0,0
1117,748,54294,6280,"Hi Talat-
any update on this issue?
Thanks",Thanks,Dragan S. (dragan-s),NULL,0,NULL,0,0,0,0,0
1118,749,54295,6280,Closing as incomplete since we are missing required information....,Closing as incomplete since we are missing required information....,Dragan S. (dragan-s),NULL,1,decision,0,0,0,0,1
1119,750,54296,6280,"Hi,
We will test this scenario on the latest Ubuntu (Yakkety Yak).
this may take a time, will update later.","Hi,
We will test this scenario on the latest Ubuntu (Yakkety Yak).",Talat Batheesh (talat-b87),NULL,0,NULL,0,0,0,0,0
1120,751,54296,6280,"Hi,
We will test this scenario on the latest Ubuntu (Yakkety Yak).
this may take a time, will update later.","this may take a time, will update later.",Talat Batheesh (talat-b87),NULL,0,NULL,0,0,0,0,0
1121,293,54343,6292,"This bug is missing log files that will aid in diagnosing the problem. From a terminal window please run:
apport-collect 1479016
and then change the status of the bug to 'Confirmed'.
If, due to the nature of the issue you have encountered, you are unable to run this command, please add a comment stating that fact and change the bug status to 'Confirmed'.
This change has been made by an automated script, maintained by the Ubuntu Kernel Team.",This bug is missing log files that will aid in diagnosing the problem.,Brad Figg (brad-figg),NULL,0,NULL,0,0,0,0,0
1122,294,54343,6292,"This bug is missing log files that will aid in diagnosing the problem. From a terminal window please run:
apport-collect 1479016
and then change the status of the bug to 'Confirmed'.
If, due to the nature of the issue you have encountered, you are unable to run this command, please add a comment stating that fact and change the bug status to 'Confirmed'.
This change has been made by an automated script, maintained by the Ubuntu Kernel Team.","From a terminal window please run:
apport-collect 1479016
and then change the status of the bug to 'Confirmed'.",Brad Figg (brad-figg),NULL,0,NULL,0,0,0,0,0
1123,295,54343,6292,"This bug is missing log files that will aid in diagnosing the problem. From a terminal window please run:
apport-collect 1479016
and then change the status of the bug to 'Confirmed'.
If, due to the nature of the issue you have encountered, you are unable to run this command, please add a comment stating that fact and change the bug status to 'Confirmed'.
This change has been made by an automated script, maintained by the Ubuntu Kernel Team.","If, due to the nature of the issue you have encountered, you are unable to run this command, please add a comment stating that fact and change the bug status to 'Confirmed'.",Brad Figg (brad-figg),NULL,1,decision,0,0,0,0,1
1124,296,54343,6292,"This bug is missing log files that will aid in diagnosing the problem. From a terminal window please run:
apport-collect 1479016
and then change the status of the bug to 'Confirmed'.
If, due to the nature of the issue you have encountered, you are unable to run this command, please add a comment stating that fact and change the bug status to 'Confirmed'.
This change has been made by an automated script, maintained by the Ubuntu Kernel Team.","This change has been made by an automated script, maintained by the Ubuntu Kernel Team.",Brad Figg (brad-figg),NULL,0,NULL,0,0,0,0,0
1125,297,54344,6292,"I'm unable to run the command apport-collect
k@-kubuntu:~$ apport-collect 1479016
ERROR: Could not import module, is a package upgrade in progress?  Error: No module named PyQt5.QtCore","I'm unable to run the command apport-collect
k@-kubuntu:~$ apport-collect 1479016
ERROR: Could not import module, is a package upgrade in progress?",Cristiano (gueroh),NULL,1,issue,1,0,0,0,0
1126,298,54344,6292,"I'm unable to run the command apport-collect
k@-kubuntu:~$ apport-collect 1479016
ERROR: Could not import module, is a package upgrade in progress?  Error: No module named PyQt5.QtCore",Error: No module named PyQt5.QtCore,Cristiano (gueroh),NULL,1,issue,1,0,0,0,0
1127,299,54345,6292,"Hello Joseph,
 I would not prefer install an unstable kernel version as this is a machine that I work with. It is not a test device.
Can we try different solution instead?
Thanks
Cristiano","Hello Joseph,
 I would not prefer install an unstable kernel version as this is a machine that I work with.",Cristiano (gueroh),NULL,1,con,0,0,0,1,0
1128,300,54345,6292,"Hello Joseph,
 I would not prefer install an unstable kernel version as this is a machine that I work with. It is not a test device.
Can we try different solution instead?
Thanks
Cristiano",It is not a test device.,Cristiano (gueroh),NULL,0,NULL,0,0,0,0,0
1129,301,54345,6292,"Hello Joseph,
 I would not prefer install an unstable kernel version as this is a machine that I work with. It is not a test device.
Can we try different solution instead?
Thanks
Cristiano",Can we try different solution instead?,Cristiano (gueroh),NULL,0,NULL,0,0,0,0,0
1130,302,54345,6292,"Hello Joseph,
 I would not prefer install an unstable kernel version as this is a machine that I work with. It is not a test device.
Can we try different solution instead?
Thanks
Cristiano","Thanks
Cristiano",Cristiano (gueroh),NULL,0,NULL,0,0,0,0,0
1131,303,54346,6292,"HEllo Joseph,
 actually I've read the kernel can be removed  so I eventually installed the 4.2 release
cristiano-k@cristiano-kubuntu:~$ uname -r
4.2.0-040200rc4-generic
however no luck
it is still there
'kernel-bug-exists-upstream'","HEllo Joseph,
 actually I've read the kernel can be removed  so I eventually installed the 4.2 release
cristiano-k@cristiano-kubuntu:~$ uname -r
4.2.0-040200rc4-generic
however no luck
it is still there
'kernel-bug-exists-upstream'",Cristiano (gueroh),NULL,1,"alternative, con",0,1,0,1,0
1132,304,54347,6292,"Hello,
 any suggestion? It is still a very annoying bug, especially for Network and Hardware engineers.
I have tested the latest 4.2 Kernel but it is still not working.
Thanks
Cristiano","Hello,
 any suggestion?",Cristiano (gueroh),NULL,0,NULL,0,0,0,0,0
1133,305,54347,6292,"Hello,
 any suggestion? It is still a very annoying bug, especially for Network and Hardware engineers.
I have tested the latest 4.2 Kernel but it is still not working.
Thanks
Cristiano","It is still a very annoying bug, especially for Network and Hardware engineers.",Cristiano (gueroh),NULL,1,issue,1,0,0,0,0
1134,306,54347,6292,"Hello,
 any suggestion? It is still a very annoying bug, especially for Network and Hardware engineers.
I have tested the latest 4.2 Kernel but it is still not working.
Thanks
Cristiano",I have tested the latest 4.2 Kernel but it is still not working.,Cristiano (gueroh),NULL,1,issue,1,0,0,0,0
