id,sentence,isIssue,isAlternative,isPro,isCon,isDecision,,
385,Term.bytes() can also be passed to the ClassificationResult.,0,1,0,0,0,,
386,"The patch here has this javadoc at Term.bytes():
/** Returns the bytes of this term, these should not be modified.",0,1,0,0,0,,
387,*/,0,0,0,0,0,,
388,"One could also create the Term in the loop and pass that
good point indeed, in the end the underlying methods all create a new Term from the same BytesRef and field name, so that should be better than the current solution, so we should pass the Term created from within the loop to the methods to calculate prior and likelihood in SimpleNaiveBayesClassifier.",0,1,1,0,0,,
389,attached the Paul Elschot's patch modified to pass the Term instead of the BytesRef in SimpleNaiveBayesClassifier.,0,1,0,0,0,,
390,from my perspective we can proceed committing this patch.,0,0,0,0,1,,
391,"Adrien, Paul what do you think?",0,0,0,0,0,,
392,"The patch of 14 October LGTM, and tests pass here.",0,1,1,0,0,,
393,+1 on my end as well,0,0,1,0,0,,
394,I will run another round of testing and inspections and commit the latest patch if no issues come up.,0,0,0,0,1,,
395,"Commit 1709576 from Tommaso Teofili in branch 'dev/trunk'
[ https://svn.apache.org/r1709576 ]
LUCENE-6821 - TermQuery's constructors should clone the incoming term",0,0,0,0,0,,
396,"committed and resolved, thanks Paul Elschot for your patch and Adrien Grand for your help.",0,0,0,0,1,,
397,Do we want to backport it to 5.x?,0,1,0,0,0,,
398,"I don't have a strong opinion but I like to get changes into the hands of our users as soon as possible, and I don't see how this one could break existing applications, it might just perform a few extra copies?",0,0,1,0,0,,
399,Do we want to backport it to 5.x?,0,1,0,0,0,,
400,"+1, I consider this a bug fix, which should certainly go back to 5.x.",0,0,1,0,0,,
401,"agreed, I've reopened and will backport it.",0,0,1,0,1,,
402,"Commit 1709683 from Yonik Seeley in branch 'dev/trunk'
[ https://svn.apache.org/r1709683 ]
LUCENE-6821: remove unnecessary term clones",0,0,0,0,0,,
403,"Commit 1709780 from Tommaso Teofili in branch 'dev/branches/branch_5x'
[ https://svn.apache.org/r1709780 ]
LUCENE-6821 - TermQuery's constructors should clone the incoming term (backport branch 5.x)",0,0,0,0,0,,
404,backported to branch 5.x,0,0,0,0,1,,
350,See (also?),0,0,0,0,0,,
351,LUCENE-4483.,0,0,0,0,0,,
352,"I had a look at the core code for the use of the TermQuery constructors, and I agree that it would be better to do the clone in the constructor.",0,1,1,0,0,,
353,Shall I give this a try?,0,1,0,0,0,,
354,Patch of 3 Oct 2015.,0,1,0,0,0,,
355,"This

adds a call to BytesRef.deepCopyOf in the Term constructor,
removes such calls where the Term constructor is used, and
documents that the result of Term.bytes() should not be modified.",0,1,0,0,0,,
356,"The patch also removes a call to the term constructor in BlendedTermQuery, which was actually making a clone.",0,1,0,0,0,,
357,"This might have gone too far, but I think it should work because the boost is in BoostQuery now.",0,0,1,0,0,,
358,Won't this change have the prospect of increasing the amount of GC due to all these extra objects?,0,1,1,0,0,,
359,Maybe might it be advisable to have an alternative constructor that doesn't clone so that users like Solr can exploit the fact that their code won't be making any further use of the input term?,0,1,1,0,0,,
360,"I don't think we should bother at all: executing a term query already performs I/O operations and allocates several objects per segment to create terms enums, scorers, iterators, leaf collectors, etc.",0,1,0,1,0,,
361,so adding two extra object allocations to clone the incoming term is very unlikely to have noticeable impact on gc activity.,0,1,0,1,0,,
362,"There is another Term constructor call that is a clone at PhraseQuery line 104, this could also be removed.",0,1,0,0,0,,
405,Initial patch fixing the comparator to take into account the payload when everything else is same.,0,1,0,0,0,,
406,"Commit 1691282 from Michael McCandless in branch 'dev/trunk'
[ https://svn.apache.org/r1691282 ]
LUCENE-6680: don't lose a suggestion that differs only in payload from another suggestion",0,0,0,0,0,,
407,"Thanks Arcadius Ahouansou, I just committed your patch with a small tweak to the if statement logic in the comparator...",0,1,0,0,1,,
408,"Commit 1691283 from Michael McCandless in branch 'dev/branches/branch_5x'
[ https://svn.apache.org/r1691283 ]
LUCENE-6680: don't lose a suggestion that differs only in payload from another suggestion",0,0,0,0,0,,
409,Thank you very much Michael McCandless for helping get this issue fixed.,0,0,0,0,0,,
410,Bulk close for 5.3.0 release,0,0,0,0,1,,
411,"We should define a complete standard
Lucene uses Sun's java coding conventions, apparently moved here: http://www.oracle.com/technetwork/java/codeconvtoc-136057.html
With one exception: 2 space indent, not 4.",0,1,0,0,0,,
412,Currently by default the Codestyle is consistent with spaces.,0,0,1,0,0,,
413,The problem was actually with un-consistent  classes already committed that were causing the confusion.,1,0,0,0,0,,
414,We can close this now.,0,0,0,0,1,,
415,"And thanks Mike for the explanation, actually I missed the comments !",0,0,0,0,0,,
416,You're welcome Alessandro Benedetti!,0,0,0,0,0,,
417,Thank you for raising this.,0,0,0,0,0,,
418,Patch guards the Files.createDirectories call with a Files.exists check.,0,1,0,0,0,,
419,"Files.exists only demands read access, so it succeeds if you only have read access.",0,0,1,0,0,,
420,And your second patch: Please don't do this.,0,0,0,1,0,,
421,This is all not worth a test.,0,0,0,1,0,,
422,It just compromises our security manager.,0,0,0,1,0,,
423,A SecurityManager that allows to override/delete itsself just makes itsself broken.,0,0,0,1,0,,
424,"Yes, if you really want to do this in a test:
Guideline 9-4 / ACCESS-4: Know how to restrict privileges through doPrivileged
http://www.oracle.com/technetwork/java/seccodeguide-139067.html#9",0,1,0,0,0,,
425,Good tip!,0,0,1,0,0,,
426,I have the test working here.,0,0,0,0,0,,
427,Will post updated patch.,0,1,0,0,0,,
428,Here is the test.,0,1,0,0,0,,
429,"I had to f*ck with the last Permission, because to run the code with restricted permissions you need the additional permission, otherwise it runs with no permissions at all  (see javadocs)
I also added a helper method, we may move this to LTC later",0,1,0,0,0,,
430,Slightly improved generics in the patch to make the helper method more universal (to move to LTC).,0,1,1,0,0,,
431,"I also added a helper method, we may move this to LTC later
+1
This patch looks great Uwe, generalizing that method into LTC sounds good to me.",0,0,1,0,0,,
432,More neat helper method (Java 8).,0,0,1,0,0,,
433,I will blow this up to ten times its size when backporting to 5.x,0,0,0,0,0,,
434,"This patch looks great Uwe, generalizing that method into LTC sounds good to me.",0,0,1,0,0,,
435,Will look into this tomorrow.,0,0,0,0,0,,
436,"Have to sleep now, its already 4 am.",0,0,0,0,0,,
437,The time when Mike McCandless starts coding,0,0,0,0,0,,
438,Moved the runWithLowerPermissions to LTC.,0,0,0,0,1,,
439,"I also fixed the FSDirectory() ctor to do a mich simpler Files.isDirectory() check, because otherwise the basic TestDirectory test fails on Windows (of couse it fails...).",0,1,1,0,0,,
440,Could somebody with Linux or MacOSX test the patch or state any other complaints with it?,0,0,0,0,0,,
441,More tests that we cannot escape our sandbox!,0,0,0,0,0,,
442,"After discussion with Hoss Man, I added an assume to the runWithRestrictedPermissions, so it cancels test execution if no security manager is available.",0,1,0,0,0,,
443,"Running those tests without a security manager makes no sense, because they would assert nothing (because they have all permissions).",0,0,0,1,0,,
444,"Commit 1688537 from Uwe Schindler in branch 'dev/trunk'
[ https://svn.apache.org/r1688537 ]
LUCENE-6542: FSDirectory's ctor now works with security policies or file systems that restrict write access",0,0,0,0,0,,
445,"Commit 1688541 from Uwe Schindler in branch 'dev/branches/branch_5x'
[ https://svn.apache.org/r1688541 ]
Merged revision(s) 1688537 from lucene/dev/trunk:
LUCENE-6542: FSDirectory's ctor now works with security policies or file systems that restrict write access",0,0,0,0,0,,
446,Committed and backported the lambdas to Java 7 in branch_5x.,0,0,0,0,1,,
447,Bulk close for 5.3.0 release,0,0,0,0,1,,
448,Here is a patch.,0,1,0,0,0,,
449,1,0,0,1,0,0,,
450,"Commit 1683734 from Adrien Grand in branch 'dev/trunk'
[ https://svn.apache.org/r1683734 ]
LUCENE-6526: Asserting(Query|Weight|Scorer) now ensure scores are not computed if they are not needed.",0,0,0,0,0,,
451,"Commit 1683744 from Adrien Grand in branch 'dev/trunk'
[ https://svn.apache.org/r1683744 ]
LUCENE-6526: Revert some changes that were committed by mistake.",0,0,0,0,0,,
452,"Commit 1683745 from Adrien Grand in branch 'dev/branches/branch_5x'
[ https://svn.apache.org/r1683745 ]
LUCENE-6526: Asserting(Query|Weight|Scorer) now ensure scores are not computed if they are not needed.",0,0,0,0,0,,
453,Bulk close for 5.3.0 release,0,0,0,0,1,,
454,"Commit 1672281 from Dawid Weiss in branch 'dev/trunk'
[ https://svn.apache.org/r1672281 ]
LUCENE-6413: Test runner should report the number of suites completed/ remaining.",0,0,0,0,0,,
455,"Commit 1672282 from Dawid Weiss in branch 'dev/branches/branch_5x'
[ https://svn.apache.org/r1672282 ]
LUCENE-6413: Test runner should report the number of suites completed/ remaining.",0,0,0,0,0,,
456,Woohoo!,0,0,1,0,0,,
457,Thanks Dawid!,0,0,0,0,0,,
458,You're very welcome although I am so far behind with other changes I'd like to make to the RR that there's hardly any reason to celebrate  (yet .,0,0,0,0,0,,
459,This is awesome.,0,0,1,0,0,,
460,"It won't make the tests go any faster, but now I will know whether I can walk away from the running tests to work on something else.",0,0,1,0,0,,
461,Bulk close for 5.3.0 release,0,0,0,0,1,,
462,Here is an initial shotgun approach.,0,1,0,0,0,,
463,I verified it finds things like file leaks by introducing them to old codecs.,0,1,0,0,0,,
464,But it currently sometimes trips assertions during IW.commit().,1,0,0,0,0,,
465,I'm not sure everything is ok here.,0,0,0,1,0,,
466,I'm not trying to test IW so I'm gonna neuter it and keep working.,0,0,0,0,0,,
467,False alarm (fake IOE -> slowFileExists == false -> scary assertion).,1,0,0,0,0,,
468,I disable it during commit (with a comment) as a workaround.,0,1,0,0,0,,
469,But its still on during reopen which does not have this check.,1,0,0,0,0,,
470,I think its good enough.,0,0,1,0,0,,
471,"False alarm 
Phew!",0,0,0,0,0,,
472,"Commit 1671900 from Robert Muir in branch 'dev/branches/branch_5x'
[ https://svn.apache.org/r1671900 ]
LUCENE-6405: add shotgun test for exception handling",0,0,0,0,0,,
473,"Commit 1671902 from Robert Muir in branch 'dev/trunk'
[ https://svn.apache.org/r1671902 ]
LUCENE-6405: add shotgun test for exception handling",0,0,0,0,0,,
474,"I'll close the issue, but we should improve it more later.",0,0,0,0,1,,
475,Really each of these tests should have unit tests (using a MDW that failOn's openInput/createOutput/whereever).,0,1,0,0,0,,
476,I think it would even better.,0,0,1,0,0,,
477,But for now this is an improvement over the IW tests and fills missing coverage for backwards-codecs/,0,0,1,0,1,,
478,"Commit 1671995 from Robert Muir in branch 'dev/trunk'
[ https://svn.apache.org/r1671995 ]
LUCENE-6405: add infos exc unit tests.",0,0,0,0,0,,
479,fix TestTransactions to handle exceptions on openInput and let MDW do it,0,0,0,0,0,,
480,"Commit 1671996 from Robert Muir in branch 'dev/branches/branch_5x'
[ https://svn.apache.org/r1671996 ]
LUCENE-6405: add infos exc unit tests.",0,0,0,0,0,,
481,fix TestTransactions to handle exceptions on openInput and let MDW do it,0,0,0,0,0,,
482,Bulk close for 5.2.0.,0,0,0,0,1,,
483,"
Report after iter 10:
Chart saved to out.png... (wd: /home/rmuir/workspace/util/src/python)
                    Task   QPS trunk      StdDev   QPS patch      StdDev                Pct diff
             MedSpanNear       75.69      (2.0\%)       80.58      (3.9\%)    6.5\% (   0\% -   12\%)
             LowSpanNear      233.30      (3.8\%)      259.44      (6.5\%)   11.2\% (   0\% -   22\%)
            HighSpanNear        9.43      (3.6\%)       10.76      (7.5\%)   14.0\% (   2\% -   25\%)",0,0,0,0,0,,
484,"Oops, I thought by now ArrayList would be JIT-ed away, thanks.",0,0,0,0,0,,
485,"Also the UOE's in the NearSpansOrdered payload methods have gone in this patch, I had put these in to check the tests.",0,1,0,0,0,,
486,I removed the UOE because now the no-payload impl is used if a segment doesn't happen to have any payloads.,0,1,1,0,0,,
487,"But this is valid, the documents might just not have any.",0,0,1,0,0,,
488,+1 too bad we can't expect ArrayList to always perform like a plain array,0,0,1,0,0,,
489,"Commit 1671078 from Robert Muir in branch 'dev/trunk'
[ https://svn.apache.org/r1671078 ]
LUCENE-6388: Optimize SpanNearQuery",0,0,0,0,0,,
490,"Commit 1671081 from Robert Muir in branch 'dev/branches/branch_5x'
[ https://svn.apache.org/r1671081 ]
LUCENE-6388: Optimize SpanNearQuery",0,0,0,0,0,,
491,For now the check is implemented via Terms.getPayloads() until LUCENE-6390 is fixed.,0,0,0,0,1,,
492,Bulk close for 5.3.0 release,0,0,0,0,1,,
493,I had started seeing if we could implicitely wrap with ConstantScorer but there seem to be a couple of places that call score() when needsScores is false.,1,1,0,0,0,,
494,Here is another alternative that still stops calling matches() after the first matching clause is found but now also pretends there is a single matching clause so that score() won't fail.,0,1,0,0,0,,
495,This is the smallest viable fix I can think of for https://builds.apache.org/job/Lucene-Solr-NightlyTests-5.x/775/.,0,1,1,0,0,,
496,But we should probably think about better fixes for the future and avoid calling score() when it's not needed.,0,1,0,0,0,,
497,I opened LUCENE-6330 to tackle BooleanScorer (and maybe others).,1,0,0,0,0,,
498,"Commit 1663756 from Adrien Grand in branch 'dev/trunk'
[ https://svn.apache.org/r1663756 ]
LUCENE-6329: Calling score() should be ok even if needsScores is false.",0,0,0,0,0,,
499,"Commit 1663757 from Adrien Grand in branch 'dev/branches/branch_5x'
[ https://svn.apache.org/r1663757 ]
LUCENE-6329: Calling score() should be ok even if needsScores is false.",0,0,0,0,0,,
500,Bulk close after 5.1 release,0,0,0,0,1,,
501,Here was my first patch (moved from LUCENE-6320).,0,1,0,0,0,,
502,"Maybe we can add some fieldinfos tests to exercise this directly, and maybe there is a way to simplify the scary logic too.",0,1,0,1,0,,
503,"+1, this looks like an easy, possibly high-impact win.",0,0,1,0,0,,
504,"I think we can be more aggressive about using the array: TreeMap has much more than 50\% overhead, since it also needs Integer key and pointer to that key, and object overhead holding that key pointer and value pointer.",0,1,1,0,0,,
505,I think we can safely do this opto when it's > 10\% of the space?,0,1,0,0,0,,
506,"Mike, if you have time, can you do calculations and adjust the patch?",0,0,0,0,0,,
507,"You can take the issue too, i had basically given up on this.",0,0,0,0,0,,
508,OK I can try to update this & commit...,0,0,0,0,1,,
509,"New patch, using dense array when > 1/16th of the numbers are used:
Each TreeMap$Entry has object header (8 or 16 bytes), 5 pointers (4 or
8 bytes), and a boolean (likely rounded up to 4 bytes), times 2 for
all the inner nodes of the tree, plus the overhead of Integer (object
header, int), so net/net each entry in the TreeMap costs 68 - 124 bytes.",0,1,0,0,0,,
510,The array is 4 or 8 bytes per int.,0,1,0,0,0,,
511,I think the patch is ready...,0,0,1,0,0,,
512,"Thanks, can you change 16 to 16L?",0,1,0,0,0,,
513,I don't want to think about overflowing.,0,0,0,1,0,,
514,"Thanks, can you change 16 to 16L?",0,1,0,0,0,,
515,"Oh, good catch!",0,0,1,0,0,,
516,I'll fix ...,0,0,0,0,1,,
517,"+1 to commit with that modification, thanks for doing the calculations here.",0,0,1,0,0,,
518,"Commit 1687789 from Michael McCandless in branch 'dev/trunk'
[ https://svn.apache.org/r1687789 ]
LUCENE-6325: use array for number -> FieldInfo lookup, except in very sparse cases",0,0,0,0,0,,
519,"Commit 1687792 from Michael McCandless in branch 'dev/branches/branch_5x'
[ https://svn.apache.org/r1687792 ]
LUCENE-6325: use array for number -> FieldInfo lookup, except in very sparse cases",0,0,0,0,0,,
520,Thanks Robert Muir!,0,0,0,0,0,,
521,Bulk close for 5.3.0 release,0,0,0,0,1,,
522,Patch that adds the MatchNoDocsQuery and uses it for empty SimpleQueryParser queries as well as when a BooleanQuery is rewritten and has no clauses.,0,1,0,0,0,,
523,I think its confusing we have MatchAll but not MatchNone.,0,0,0,1,0,,
524,I wonder if it should just be sugar and rewrite() to a booleanquery with no clauses?,0,1,0,0,0,,
525,Then it wouldn't need a weight and scorer.,0,0,1,0,0,,
526,I think the 0x1AA71190 of MatchAllDocsQuery is here to avoid that all Query impls that only wrap a boost end up with the same hash code.,0,1,1,0,0,,
527,Maybe a cleaner way to do it would be to return Float.floatToIntBits(getBoost()) ^ getClass().hashCode().,0,1,1,0,0,,
528,I wonder if it should just be sugar and rewrite() to a booleanquery with no clauses?,0,1,0,0,0,,
529,+1 to rewrite to an empty BooleanQuery,0,0,1,0,0,,
530,1,0,0,1,0,0,,
531,New patch that changes MatchNoDocsQuery to rewrite to an empty BooleanQuery.,0,1,0,0,0,,
532,Also removes the nocommit as per Adrien's suggestion,0,1,0,0,0,,
533,is the hashcode/equals stuff needed here or can the superclass impls in Query be used?,0,1,0,0,0,,
534,They seem to already have this logic.,0,0,1,0,0,,
535,"In the tests, i would add a call to QueryUtils.check(q) to one of your matchnodocsqueries.",0,1,0,0,0,,
536,This will do some tests on hashcode/equals.,0,1,0,0,0,,
537,Feels wrong to me to override hashCode but not equals.,0,0,0,1,0,,
538,I think we should move this class part of hashCode() to Query.hashCode()?,0,1,0,0,0,,
539,(ie.,0,0,0,0,0,,
540,"return Float.floatToIntBits(getBoost()) ^ getClass().hashCode()
If it is controversial then I'm happy with the previous patch that overrides both equals and hashCode().",0,1,1,0,0,,
541,+1 Adrien.,0,0,1,0,0,,
542,Adrien: I agree about having the hashCode.,0,0,1,0,0,,
543,Here is a new patch that doesn't override equals or hashCode and changes Query to use the class in the hashCode method as Adrien suggested.,0,1,0,0,0,,
544,"Thanks Lee, I like this.",0,0,1,0,0,,
545,"When i see code overriding hashcode/equals and not calling super.hashcode/super.equals, its a bad sign.",0,0,0,1,0,,
546,"We should commit this one, and remove duplicated logic and hardcoded constants in e.g.",0,0,0,0,1,,
547,TermQuery and all other places in a followup.,0,0,0,0,1,,
548,"Robert: +1, I opened LUCENE-6333 for this, I'll work on a patch.",0,0,1,0,0,,
549,"Commit 1663899 from Adrien Grand in branch 'dev/trunk'
[ https://svn.apache.org/r1663899 ]
LUCENE-6304: Add MatchNoDocsQuery.",0,0,0,0,0,,
550,Committed.,0,0,0,0,1,,
551,Thanks Lee!,0,0,0,0,0,,
552,"Commit 1663901 from Adrien Grand in branch 'dev/branches/branch_5x'
[ https://svn.apache.org/r1663901 ]
LUCENE-6304: Add MatchNoDocsQuery.",0,0,0,0,0,,
553,Bulk close after 5.1 release,0,0,0,0,1,,
556,1,0,0,1,0,0,,
557,I added two more timings to the patch.,0,1,0,0,0,,
558,"here is the output on one of my wiki10m segments:

size (MB)=624.591
    diagnostics = {os=Linux, java.vendor=Oracle Corporation, java.version=1.8.0_40-ea, lucene.version=6.0.0, mergeMaxNumSegments=-1, os.arch=amd64, source=merge, mergeFactor=10, os.version=3.13.0-43-generic, timestamp=1423097209630}
    has deletions [delGen=6]
    test: open reader.........OK [took 0.075 sec]
    test: check integrity.....OK [took 1.515 sec]
    test: check live docs.....OK [90031 deleted docs]
    test: field infos.........OK [8 fields] [took 0.000 sec]
    test: field norms.........OK [2 fields] [took 0.046 sec]
    test: terms, freq, prox...OK [6844227 terms; 170452948 terms/docs pairs; 240913350 tokens] [took 13.171 sec]
    test (ignoring deletes): terms, freq, prox...OK [7105194 terms; 179422787 terms/docs pairs; 253586353 tokens] [took 9.632 sec]
    test: stored fields.......OK [5135307 total field count; avg 3.0 fields per doc] [took 4.648 sec]
    test: term vectors........OK [0 total term vector count; avg 0.0 term/freq vector fields per doc] [took 0.036 sec]
    test: docvalues...........OK [2 docvalues fields; 0 BINARY; 1 NUMERIC; 1 SORTED; 0 SORTED_NUMERIC; 0 SORTED_SET] [took 0.206 sec]


Maybe check index should have a integrity-check only option as a followup.",0,1,0,0,0,,
559,"It would just be sugar to the user, but this would always be pretty fast.",0,0,1,1,0,,
560,"sorry, here is the correct patch.",0,1,0,0,0,,
561,"OK I noticed one case where live docs didn't confess how long it took 
I'll fix that and commit.",0,0,0,0,1,,
562,"Commit 1658831 from Michael McCandless in branch 'dev/trunk'
[ https://svn.apache.org/r1658831 ]
LUCENE-6233: speed up CheckIndex when the index has term vectors",0,0,0,0,0,,
563,"Commit 1658832 from Michael McCandless in branch 'dev/branches/branch_5x'
[ https://svn.apache.org/r1658832 ]
LUCENE-6233: speed up CheckIndex when the index has term vectors",0,0,0,0,0,,
564,Bulk close after 5.1 release,0,0,0,0,1,,
554,"This was introduced with LUCENE-5610
I'll fix the nightly Lucene benchmark to plot CheckIndex time ... we could have spotted this performance regression.",0,1,0,0,0,,
555,I think CheckIndex should not check Terms.getMin/Max for TVs?,0,1,0,0,0,,
565,Patch attached + a couple of unit tests for allTermsRequired=false,0,1,0,0,0,,
566,"I didn't see this patch yet, but as I said in SOLR-6648, I think it makes sense to set those defaults in the constructor.",0,1,1,0,0,,
567,"Boon Low, could you update the patch to a recent version of trunk?",0,0,0,0,1,,
568,"Also, could you add javadocs to the newly added constructors?",0,1,0,0,0,,
569,That patch was based upon and tested with the v4.10.3 release on Dec 20.,0,0,0,0,0,,
570,But I can see that have been significant changes to AnalyzingInfixSuggester in the trunk.,0,0,0,0,0,,
571,Shall update and test the patch tomorrow.,0,0,0,0,0,,
572,patch updated w.r.t.,0,1,0,0,0,,
573,trunk 05/01/15,0,0,0,0,0,,
574,The patch looks good.,0,0,1,0,0,,
575,I added some more tests to the new code and renamed the field highlighting->highlight,0,0,0,0,1,,
576,Minor changes to the test and made the new fields private.,0,1,0,0,0,,
577,I'll commit this soon,0,0,0,0,1,,
578,"Commit 1649893 from Tomás Fernández Löbbe in branch 'dev/trunk'
[ https://svn.apache.org/r1649893 ]
LUCENE-6149: Infix suggesters' highlighting and allTermsRequired can be set at the constructor for non-contextual lookup",0,0,0,0,0,,
579,"Commit 1649955 from Tomás Fernández Löbbe in branch 'dev/branches/branch_5x'
[ https://svn.apache.org/r1649955 ]
LUCENE-6149: Infix suggesters' highlighting and allTermsRequired can be set at the constructor for non-contextual lookup",0,0,0,0,0,,
580,"Thanks Tomás, good to see the patch making into the trunk and branch_5x.",0,0,0,0,1,,
581,I shall find some time soon to update and post the v.4.10.3 patch to include your changes.,0,0,0,0,0,,
582,There's a typo the test class: testConstructorDefatuls,0,0,0,0,0,,
583,patch for v4.10.3 release,0,1,0,0,0,,
584,"Commit 1650132 from Tomás Fernández Löbbe in branch 'dev/trunk'
[ https://svn.apache.org/r1650132 ]
LUCENE-6149: Fixed typo",0,0,0,0,0,,
585,"Commit 1650134 from Tomás Fernández Löbbe in branch 'dev/branches/branch_5x'
[ https://svn.apache.org/r1650134 ]
LUCENE-6149: Fixed typo",0,0,0,0,0,,
586,Fixed.,0,0,0,0,1,,
587,Thanks Boon!,0,0,0,0,0,,
588,Bulk close after 5.0 release.,0,0,0,0,1,,
589,Simple patch + test.,0,1,0,0,0,,
590,Thinking about this more ... it may be better to do this entirely inside a FilterDirectory.,0,1,0,0,0,,
591,E.g.,0,0,0,0,0,,
592,"when IndexOutput is closed, and the IOContext is not MERGE, increment the bytes written ... and then that same directory instance could dynamically update the target merge throttling ... maybe.",0,1,0,0,0,,
593,I ran some tests with this approach and I think it's no good.,0,0,0,1,0,,
594,"This creates a tricky feedback system, where both CMS (via hard stalling of incoming threads) and this directory attempt to make change to let merges catch up.",0,0,0,1,0,,
595,"When CMS's hard stalls kick in, this lowers the indexing byte/sec rate, which causes this directory to (over simplistically) lower the merge IO throttling, which causes the merges to take longer.",0,0,0,1,0,,
596,"I think it's better if all throttling efforts happen in one place, e.g.",0,0,1,0,0,,
597,CMS.,0,0,0,0,0,,
598,I'l think about it ...,0,0,0,0,0,,
599,great to see progress nuking checkabort!,0,0,1,0,0,,
600,"

    // Defensive: sleep for at most 250 msec; the loop above will call us again if we should keep sleeping:
    if (curPauseNS > 250L*1000000000) {
      curPauseNS = 250L*1000000000;
    }


Did you mean 250 milliseconds or 250 seconds?",0,0,0,0,0,,
601,"+1, I really like this approach.",0,0,1,0,0,,
602,Did you mean 250 milliseconds or 250 seconds?,0,0,0,0,0,,
603,Woops!,0,0,0,0,0,,
604,"I'll fix, thanks.",0,0,0,0,0,,
605,I was never sure what a good value for the rate limiter would be so I'm very happy to see Lucene take care of it by itself.,0,0,1,0,0,,
606,+  /** true if we should rate-limit writes for each merge,NULL,0,0,0,0,0,
607,"null means use dynamic default: */
+  private boolean doAutoIOThrottle = true;


I think the comment is outdated since doAutoIOThrottle is a boolean now (instead of a Boolean)?",0,0,0,1,0,,
608,"There is a similar leftover a couple of lines below I think: if (doAutoIOThrottle == Boolean.TRUE)


+    /** Set by {@link IndexWriter} to rate limit writes and abort this merge.",0,0,0,1,0,,
609,"*/
+    public final MergeRateLimiter rateLimiter;


I think the comment is a bit confusing since this property is not actually set by the index writer?",0,0,0,1,0,,
610,"/** Returns 0 if no pause happened, 1 if pause because rate was 0.0 (merge is paused), 2 if paused with a normal rate limit.",0,0,0,0,0,,
611,"*/
  private synchronized int maybePause(long bytes, long curNS) throws MergePolicy.MergeAbortedException


Maybe having constants or an enum would make the code easier to read?",0,1,1,0,0,,
612,"Thanks Adrien Grand, here's a new patch with those fixes.",0,1,0,0,0,,
613,"Commit 1649532 from Michael McCandless in branch 'dev/trunk'
[ https://svn.apache.org/r1649532 ]
LUCENE-6119: CMS dynamically rate limits IO writes of each merge depending on incoming merge rate",0,0,0,0,0,,
614,"Commit 1649539 from Michael McCandless in branch 'dev/branches/branch_5x'
[ https://svn.apache.org/r1649539 ]
LUCENE-6119: CMS dynamically rate limits IO writes of each merge depending on incoming merge rate",0,0,0,0,0,,
615,"Commit 1650025 from Michael McCandless in branch 'dev/trunk'
[ https://svn.apache.org/r1650025 ]
LUCENE-6119: fix just arrived merge to throttle correctly",0,0,0,0,0,,
616,"Commit 1650026 from Michael McCandless in branch 'dev/branches/branch_5x'
[ https://svn.apache.org/r1650026 ]
LUCENE-6119: fix just arrived merge to throttle correctly",0,0,0,0,0,,
617,"Commit 1650027 from Michael McCandless in branch 'dev/branches/branch_5x'
[ https://svn.apache.org/r1650027 ]
LUCENE-6119: fix just arrived merge to throttle correctly",0,0,0,0,0,,
618,"Commit 1650463 from Michael McCandless in branch 'dev/trunk'
[ https://svn.apache.org/r1650463 ]
LUCENE-6119: set initial rate for forced merge correctly",0,0,0,0,0,,
619,"Commit 1650464 from Michael McCandless in branch 'dev/branches/branch_5x'
[ https://svn.apache.org/r1650464 ]
LUCENE-6119: set initial rate for forced merge correctly",0,0,0,0,0,,
620,"Commit 1650594 from Michael McCandless in branch 'dev/branches/branch_5x'
[ https://svn.apache.org/r1650594 ]
LUCENE-6119: must check merge for abort even when we are not rate limiting; don't wrap rate limiter when doing addIndexes (it's not abortable); don't leak file handle when wrapping",0,0,0,0,0,,
621,"Commit 1650595 from Michael McCandless in branch 'dev/trunk'
[ https://svn.apache.org/r1650595 ]
LUCENE-6119: must check merge for abort even when we are not rate limiting; don't wrap rate limiter when doing addIndexes (it's not abortable); don't leak file handle when wrapping",0,0,0,0,0,,
622,"Commit 1651305 from Michael McCandless in branch 'dev/branches/branch_5x'
[ https://svn.apache.org/r1651305 ]
LUCENE-6119: make sure minPauseCheckBytes is set on init of MergeRateLimiter",0,0,0,0,0,,
623,"Commit 1651307 from Michael McCandless in branch 'dev/trunk'
[ https://svn.apache.org/r1651307 ]
LUCENE-6119: make sure minPauseCheckBytes is set on init of MergeRateLimiter",0,0,0,0,0,,
624,I realize this issue is closed but it'd be sweet to have this kind of adaptive heuristic to throttle the number of merging threads as well.,0,1,1,0,0,,
625,Let me explain.,0,0,0,0,0,,
626,"When you think of it, the really important measurement of quality on the surface is I/O throughput of merges combined with I/O throughput of IW additions (indexing).",0,1,1,0,0,,
627,"Essentially we want to maximize a function:


f = merge_throughput + indexing_throughput


perhaps with a bias towards indexing_throughput which can be modeled (by multiplying by a constant?).",1,1,0,0,0,,
628,"The underlying variables to adaptively tune are:

how many merge threads there are (for example having too many doesn't make sense on a spindle, with an SSD this is not a problem),
when to pause/ resume existing merge threads,
when to pause/ resume indexing threads.",1,0,0,0,0,,
