@relation rationale
@attribute sentence string
@attribute isIssue {0,1}
@attribute isAlternative {0,1}
@attribute isPro {0,1}
@attribute isCon {0,1}
@attribute isDecision {0,1}
@data
'Can you remove the mouse from the phone, make sure all debug switches as described in https://wiki.ubuntu.com/DebuggingBluetooth are enabled, and then pair, connect and try to enable the mouse again so that we get all necessary details in the syslog?',0,0,0,0,0
'Thanks!',0,0,0,0,0
'Thanks for the detailed syslog!',0,0,0,0,0
'Can you run\n\xa0$ sudo btmon -w test.snoop\nthen reproduce the bug (remove the mouse in settings first and then reconnect/repair).',0,0,0,0,0
'Afterwards send me the test.snoop by mail.',0,0,0,0,0
'Simon, is something lacking in System Settings or is this a problem in bluez?',1,0,0,0,0
'@Jonas: Seems to be a problem with BlueZ (either kernel or userland).',1,0,0,0,0
'ubuntu@modoc:~$ sudo grub-install --verbose /dev/sda1\nsudo: unable to resolve host modoc\nInstalling for powerpc-ieee1275 platform.',1,0,0,0,0
"grub-install: info: cannot open `/boot/grub/device.map': No such file or directory.",1,0,0,0,0
"grub-install: info: copying `/usr/lib/grub/powerpc-ieee1275/adler32.mod' -> `/boot/grub/powerpc-ieee1275/adler32.mod'.",0,0,0,0,0
"grub-install: info: copying `/usr/lib/grub/powerpc-ieee1275/luks.mod' -> `/boot/grub/powerpc-ieee1275/luks.mod'.",0,0,0,0,0
"grub-install: info: copying `/usr/lib/grub/powerpc-ieee1275/reboot.mod' -> `/boot/grub/powerpc-ieee1275/reboot.mod'.",0,0,0,0,0
"grub-install: info: copying `/usr/lib/grub/powerpc-ieee1275/exfctest.mod' -> `/boot/grub/powerpc-ieee1275/exfctest.mod'.",0,0,0,0,0
"grub-install: info: copying `/usr/lib/grub/powerpc-ieee1275/tga.mod' -> `/boot/grub/powerpc-ieee1275/tga.mod'.",0,0,0,0,0
"grub-install: info: copying `/usr/lib/grub/powerpc-ieee1275/raid6rec.mod' -> `/boot/grub/powerpc-ieee1275/raid6rec.mod'.",0,0,0,0,0
"grub-install: info: copying `/usr/lib/grub/powerpc-ieee1275/gcry_rsa.mod' -> `/boot/grub/powerpc-ieee1275/gcry_rsa.mod'.",0,0,0,0,0
"grub-install: info: copying `/usr/lib/grub/powerpc-ieee1275/videotest.mod' -> `/boot/grub/powerpc-ieee1275/videotest.mod'.",0,0,0,0,0
"grub-install: info: copying `/usr/lib/grub/powerpc-ieee1275/memdisk.mod' -> `/boot/grub/powerpc-ieee1275/memdisk.mod'.",0,0,0,0,0
"grub-install: info: copying `/usr/lib/grub/powerpc-ieee1275/echo.mod' -> `/boot/grub/powerpc-ieee1275/echo.mod'.",0,0,0,0,0
"grub-install: info: copying `/usr/lib/grub/powerpc-ieee1275/zfs.mod' -> `/boot/grub/powerpc-ieee1275/zfs.mod'.",0,0,0,0,0
"grub-install: info: copying `/usr/lib/grub/powerpc-ieee1275/hexdump.mod' -> `/boot/grub/powerpc-ieee1275/hexdump.mod'.",0,0,0,0,0
"grub-install: info: copying `/usr/lib/grub/powerpc-ieee1275/normal.mod' -> `/boot/grub/powerpc-ieee1275/normal.mod'.",0,0,0,0,0
"grub-install: info: copying `/usr/lib/grub/powerpc-ieee1275/crc64.mod' -> `/boot/grub/powerpc-ieee1275/crc64.mod'.",0,0,0,0,0
"grub-install: info: copying `/usr/lib/grub/powerpc-ieee1275/part_amiga.mod' -> `/boot/grub/powerpc-ieee1275/part_amiga.mod'.",0,0,0,0,0
"grub-install: info: copying `/usr/lib/grub/powerpc-ieee1275/part_sunpc.mod' -> `/boot/grub/powerpc-ieee1275/part_sunpc.mod'.",0,0,0,0,0
"grub-install: info: copying `/usr/lib/grub/powerpc-ieee1275/newc.mod' -> `/boot/grub/powerpc-ieee1275/newc.mod'.",0,0,0,0,0
"grub-install: info: copying `/usr/lib/grub/powerpc-ieee1275/video.mod' -> `/boot/grub/powerpc-ieee1275/video.mod'.",0,0,0,0,0
"grub-install: info: copying `/usr/lib/grub/powerpc-ieee1275/ntfscomp.mod' -> `/boot/grub/powerpc-ieee1275/ntfscomp.mod'.",0,0,0,0,0
"grub-install: info: copying `/usr/lib/grub/powerpc-ieee1275/hfs.mod' -> `/boot/grub/powerpc-ieee1275/hfs.mod'.",0,0,0,0,0
"grub-install: info: copying `/usr/lib/grub/powerpc-ieee1275/trig.mod' -> `/boot/grub/powerpc-ieee1275/trig.mod'.",0,0,0,0,0
"grub-install: info: copying `/usr/lib/grub/powerpc-ieee1275/sleep_test.mod' -> `/boot/grub/powerpc-ieee1275/sleep_test.mod'.",0,0,0,0,0
"grub-install: info: copying `/usr/lib/grub/powerpc-ieee1275/iso9660.mod' -> `/boot/grub/powerpc-ieee1275/iso9660.mod'.",0,0,0,0,0
"grub-install: info: copying `/usr/lib/grub/powerpc-ieee1275/all_video.mod' -> `/boot/grub/powerpc-ieee1275/all_video.mod'.",0,0,0,0,0
"grub-install: info: copying `/usr/lib/grub/powerpc-ieee1275/ufs1.mod' -> `/boot/grub/powerpc-ieee1275/ufs1.mod'.",0,0,0,0,0
'grub-install: info: copying `/usr/lib/grub...',0,0,0,0,0
'I was able to do a quick glance on the affected host.',0,0,0,0,0
'So the problem is not the\nnew version of grub-ieee1275 and more that there is a new version.',0,0,0,0,0
'IOW something\nis causing something like dpkg-reconfigure grub-ieee1275 to run.',1,0,0,0,0
'I have not\nfigured out what exactly is done but both\n- grub-install\n- grub-install /dev/mapper/mpath0-part1\nwould work.',1,0,0,0,0
'However dpkg-reconfigure runs in a way that tries to directly access\none of the multipath path devices and returns an error.',1,0,0,0,0
'So the question is somehow whether its possible to prevent dpkg-reconfigure from\nwhat it is doing under the hoods...',0,1,0,0,0
"Please run 'apport-collect 1617345' so we can have the apt logs for this issue; or include /var/log/apt/history.log and /var/log/apt/term.log.",0,0,0,0,0
'Thanks!',0,0,0,0,0
'[Expired for grub2 (Ubuntu) because there has been no activity for 60 days.]',0,0,0,0,0
"Btw, I set the acceleration in the system settings already to max - but it's still too slow.",1,0,0,0,0
'This bug is missing log files that will aid in diagnosing the problem.',0,0,0,0,0
"From a terminal window please run:\napport-collect 1639629\nand then change the status of the bug to 'Confirmed'.",0,0,0,0,0
"If, due to the nature of the issue you have encountered, you are unable to run this command, please add a comment stating that fact and change the bug status to 'Confirmed'.",0,0,0,0,1
'This change has been made by an automated script, maintained by the Ubuntu Kernel Team.',0,0,0,0,0
'apport information',0,0,0,0,0
'apport information',0,0,0,0,0
'apport information',0,0,0,0,0
'apport information',0,0,0,0,0
'apport information',0,0,0,0,0
'apport information',0,0,0,0,0
'apport information',0,0,0,0,0
'apport information',0,0,0,0,0
'apport information',0,0,0,0,0
'apport information',0,0,0,0,0
'apport information',0,0,0,0,0
'apport information',0,0,0,0,0
'apport information',0,0,0,0,0
'apport information',0,0,0,0,0
'apport information',0,0,0,0,0
'Did this issue start happening after an update/upgrade?',0,0,0,0,0
'Was there a kernel version where you were not having this particular problem?',0,0,0,0,0
'This will help determine if the problem you are seeing is the result of a regression, and when this regression was introduced.',0,0,0,0,0
'If this is a regression, we can perform a kernel bisect to identify the commit that introduced the problem.',0,0,0,0,0
'[Expired for linux (Ubuntu) because there has been no activity for 60 days.]',0,0,0,0,0
'was a clean install.',0,0,0,0,0
'WFM on windows.',0,0,0,0,0
'Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8b2) Gecko/20050527\nFirefox/1.0+ ID:2005052712',0,0,0,0,0
"Created attachment 184739\nscreenshot of problem on linux\nI swear I'm not crazy.",0,0,0,0,0
'Could be linux-only :)',0,0,0,0,0
'1. have you tried in -safe-mode to rule out any extension ?',0,0,0,0,0
'2. did you try the official build ?',0,0,0,0,0
'This also happens for tooltips for long bookmarks (e.g.',1,0,0,0,0
'javascript scriptlets).',1,0,0,0,0
"No extensions installed, I'm running the official DP Alpha 1 build.",1,0,0,0,0
'Can someone attempt to verify this on linux?',0,0,0,0,0
'It could just be a Gtk gfx problem.',1,0,0,0,0
'*** Bug 334614 has been marked as a duplicate of this bug.',0,0,0,0,0
'***',0,0,0,0,0
'*** Bug 338510 has been marked as a duplicate of this bug.',0,0,0,0,0
'***',0,0,0,0,0
'The overlap problem is not just from pasting a long URL.',1,0,0,0,0
'It can also result from a long URL derived from an HTTP GET operation.',1,0,0,0,0
'The instructions in bug 338510 explain how I was able to cause overlapped text consistently.',1,0,0,0,0
"This is very similar in effect to the bug I'm seeing on Mac: bug 348202, which only became apparent since fixing the vanishing-long-line problem (bug 237085).",1,0,0,0,0
'It appears that if you have a long line of text with no breaks or whitespaces, at a certain length vs text size the end of the text begins to be drawn over the start, and vice versa.',1,0,0,0,0
"The text is also still drawn in its original position, so it's not like it's being wrapped around... it's just a copy of it that appears where it shouldn't.",1,0,0,0,0
'The more you increase the window text size, the more of the long line is covered by the duplicate text.',1,0,0,0,0
'Created attachment 234738\nAnother long word sample in page content.',0,0,0,0,0
'I can confirm this happening in the address bar, in input fields and in page content.',1,0,0,0,0
"I'm using mozilla-firefox-1.5.0.6 on Gentoo Linux.",0,0,0,0,0
'Binary package hint: firefox\nSee attached screenshot.',0,0,0,0,0
'In this case the URL is almost 55KB of text.',1,0,0,0,0
"I should add I'm using 1.99+2.0rc3+dfsg-0ubuntu1 on edgy.",0,0,0,0,0
'Is this still an issue with Firefox 2?',0,0,0,0,0
'Yes.',0,0,0,0,0
'This still happens with the latest Firefox (in Feisty).',1,0,0,0,0
'Hello Adam,\nCan you give us an example of a URL you are experiencing problems with, what actually happens and what you expect to happen instead, this will greatly aid us in solving the problem.',0,0,0,0,0
'Thanks, Alex.',0,0,0,0,0
'Aha ok, I get what you are seeing now, I presumed that you had masked the Address Bar in the previous screenshot, not that that was the bug :)\nOkay, I am going to send this bug upstream and see what they feel the problem is.',0,0,0,0,0
'Thanks again, Alex.',0,0,0,0,0
'Woops linked in the wrong one.',0,0,0,0,0
'This should be the one we are looking for.',0,0,0,0,0
'Thanks, Alex.',0,0,0,0,0
'Not that it matters, but afaik, GET urls must not be longer than 4096 according to HTTP standard ... so your webapp is properly messed up it it uses GET for submitting text forms.',1,0,0,0,0
'Anyway, no question, the rendering problem is a bug.',1,0,0,0,0
'This is a duplicate of bug 257660.',1,0,0,0,0
'*** Bug 404648 has been marked as a duplicate of this bug.',0,0,0,0,0
'***',0,0,0,0,0
'*** This bug has been marked as a duplicate of bug 257660 ***',0,0,0,0,0
'StacktraceTop:??',0,0,0,0,0
'()\n??',0,0,0,0,0
'()',0,0,0,0,0
'StacktraceTop:??',0,0,0,0,0
'()\n??',0,0,0,0,0
'()',0,0,0,0,0
'do:\nsudo dpkg -P usplash usplash-themes\nusplash needs to be removed from initramfs',0,1,0,0,0
'What actually is missing is the regeneration of the initramfs.',1,0,0,0,0
'Confirming this issue for 0.0.12-0ubuntu4.',1,0,0,0,0
"Thanks for your report, I've forwarded it to the developers of the software.",0,0,0,0,0
'i have no idea how to stop them from doing that , if someone know please tell me , any gtk hint or something?',0,0,0,0,0
'some research brought me to gtk.Window.set_keep_below and gtk.Window.set_keep_above.',0,1,0,0,0
"I'm not sure whether set_keep_above needs  explicitly to be false though.",0,1,0,1,0
"(checking gdesklets source, they're doing this reaaally complicated: they wrote a C-module which sends X events, I hope you won't need something like this as set_keep_below should do the same AFAICT).",0,1,0,1,0
'the keep_above and kee_bellow is used to make windows go above and bellow all other windows , so i think its not related , there must be some other atribute',0,1,0,1,0
"Am Freitag, den 18.04.2008, 18:16 +0000 schrieb Whise:\n\n> the keep_above and kee_bellow is used to make windows go above and\n> bellow all other windows , so i think its not related , there must be\n> some other atribute\n>\n\nYou were right, I should've tested it.",0,0,0,1,0
'Further examining of the\ngdesklets code showed that the following works for me:\nwindow.set_skip_taskbar_hint(True)\nwindow.set_skip_pager_hint(True)\nwindow.set_type_hint(gtk.gdk.WINDOW_TYPE_HINT_DOCK)\nwindow.set_keep_below(True)\nAs far as I can see, the first two lines are already implemented in\nscreenlets.',0,1,1,0,0
'looks like setting the window as a dock stops the window from hiding , however , it cant me moved as a normal window',0,1,1,1,0
'it would have to be a big rewrite for this to happend',0,0,0,1,0
'I am confused...',0,0,0,0,0
"Does that mean it won't happen, will take a while to happen, or we just can't tell?",0,0,0,0,0
"shouldn't window.set_keep_below be mapped to that?",0,1,0,0,0
'currently, AFAICT, window.set_keep_below and window.set_keep_above are inverses of each other.',0,0,0,0,0
'Why not set the former to take care of this?',0,1,0,0,0
'It can get quite annoying after a while otherwise...',0,0,0,1,0
'after some searching arround...\nmetacity hides all windows that dont have certain atributes\nWINDOW_TYPE_HINT_DOCK atribute , prevents windows from hiding , this has nothing to do with keep above and bellow...\nchanging the screenlets to WINDOW_TYPE_HINT_DOCK , breaks the screenlet drag move system... so , it cant be done, would be easier if metacity just have a compiz like system',0,1,1,1,0
'I have the same problem here, metacity without compiz on a laptop and screenlets go down when I press show desktop button.',1,0,0,0,0
'where I need to change the WINDOW_TYPE_HINT_DOCK attribute?',0,0,0,0,0
"I don't understand and I don't find, can you give me a path to the file that need to be edited please\nThanks",0,0,0,0,0
'Can someone post the workaround to change the window attribute, please?',0,0,0,0,0
'Source:https://answers.launchpad.net/screenlets/+question/33930\nWorked for me in the Ubuntu Hardy.',0,1,1,0,0
'vi /usr/lib/python2.5/site-packages/screenlets/__init__.py\nchange to line :614  remove the comment in :\nself.window.set_type_hint(gtk.gdk.WINDOW_TYPE_HINT_DOCK)\nrestart screenlets\nYou will not be able to drag the screenlet with the mouse.',0,1,0,1,0
'Use the X,Y options to move the screenlets\nSee ya.',0,0,0,0,0
'Actually with Screenlets 0.1.2 in the Ubuntu Hardy, I have to add the line:\nself.window.set_type_hint(gtk.gdk.WINDOW_TYPE_HINT_DOCK)\nin line 815 (If window manager != (kwin or sawfish) ) of /usr/lib/python2.5/site-packages/screenlets/__init__.py file.',0,1,0,0,0
'Hope this help...\nBest Regards.',0,0,0,0,0
'Matías.',0,0,0,0,0
"I'm using Ubuntu Intrepid (gnome) with screenlets version 0.1.2.",0,0,0,0,0
'I edited __init__.py and replaced the line\nself.window.set_type_hint(gtk.gdk.WINDOW_TYPE_HINT_TOOLBAR)\nwith\nself.window.set_type_hint(gtk.gdk.WINDOW_TYPE_HINT_DOCK)\nAs stated earlier this fixed the problem with the screenlets disappearing but the wierd thing is; the screenlets are still movable!',0,1,1,0,0
'So far I have found nothing broken - maybe this should be a permanent change?',0,0,1,0,0
'I also got the same problem with metacity, I did the trick mentionned above, but one problem subsists : all screenlets with text input area for example the browser or the youtube screenlet  doesnt work as expected : i cant input text , i can only select, copy and paste text...',1,0,0,0,0
'I tested the idea from fabioxxxx.',0,0,0,0,0
'I found the file in\n/usr/lib/python2.6/dist-packages/screenlets/__init__.py\nI found the self.window.set_type_hint(gtk.gdk.WINDOW_TYPE_HINT_DOCK)\nin the line 810.',0,1,0,0,0
'Deleted the #.',0,1,0,0,0
'Save, restart.',0,1,0,0,0
'Problem is still the same.',0,0,0,1,0
'Sorry, forgot the link:\nhttp://sourceforge.net/tracker/index.php?func=detail&aid=1971494&group_id=86696&atid=580546',0,0,0,0,0
'Thanks for that, Marcel.',0,0,0,0,0
"I'm too lazy to report stuff upstream myself.",0,0,0,0,0
':P',0,0,0,0,0
'Confirmed on 0.9.7-3ubuntu1 on Quantal.',1,0,0,0,0
'The -ve one still aborts/core dumps with the Not a 32-bit integer.',1,0,0,0,0
'The exp(1E10) sits there using vast amounts of memory, and I gave up waiting.',1,0,0,0,0
"(I wouldn't want to limit the upper size it could work at on a suitably capable machine, so I'm not sure I regard the postiive case as a bug).",0,1,0,1,0
'I still get this same result trying to calculate this with 16 GB of ram.',1,0,0,0,0
'Sorry, forgot the link:\nhttp://sourceforge.net/tracker/index.php?func=detail&aid=1971494&group_id=86696&atid=580546',0,0,0,0,0
'Thanks for that, Marcel.',0,0,0,0,0
"I'm too lazy to report stuff upstream myself.",0,0,0,0,0
':P',0,0,0,0,0
'Confirmed on 0.9.7-3ubuntu1 on Quantal.',1,0,0,0,0
'The -ve one still aborts/core dumps with the Not a 32-bit integer.',1,0,0,0,0
'The exp(1E10) sits there using vast amounts of memory, and I gave up waiting.',1,0,0,0,0
"(I wouldn't want to limit the upper size it could work at on a suitably capable machine, so I'm not sure I regard the postiive case as a bug).",0,1,0,1,0
'I still get this same result trying to calculate this with 16 GB of ram.',1,0,0,0,0
'By the way, I got the source with this command:\napt-get source linux-image-$(uname -r)\nFollowing the wiki page (https://help.ubuntu.com/community/Kernel/Compile)',0,0,0,0,0
"Hi fabrice_sp,\nHrm, that's interesting since this looks like the file does have executable permissions set in at least the ubuntu-hardy git tree:\nogasawara@yoji:~/ubuntu-hardy$ ls -l debian/scripts/misc/splitconfig.pl\n-rwxr-xr-x 1 ogasawara ogasawara 2271 2008-08-15 12:42 debian/scripts/misc/splitconfig.pl\nBut when I did download the source as you did I can confirm that it is _not_ set to executable:\nogasawara@yoji:/tmp/linux-2.6.24$ ls -la debian/scripts/misc/splitconfig.pl\n-rw-r--r-- 1 root root 2271 2008-09-25 15:33 debian/scripts/misc/splitconfig.pl",1,0,0,0,0
'Per a decision made by the Ubuntu Kernel Team, bugs will longer be assigned to the ubuntu-kernel-team in Launchpad as part of the bug triage process.',0,0,0,0,0
'The ubuntu-kernel-team is being unassigned from this bug report.',0,0,0,0,0
'Refer to https://wiki.ubuntu.com/KernelTeamBugPolicies for more information.',0,0,0,0,0
'Thanks.',0,0,0,0,0
"It's still the case in Lucid:\nfabrice@fabrice-laptop:~/linux-2.6.32$ ls -la debian/scripts/misc/splitconfig.pl\n-rw-r--r-- 1 fabrice fabrice 2405 2010-03-13 22:10 debian/scripts/misc/splitconfig.pl",1,0,0,0,0
'This is a side effect of the use of the origin + diff upload form we use for the kernel.',1,0,0,0,0
'Execute permissions are not honoured.',1,0,0,0,0
'As these items are not normally used in builds this is not normally an issue.',0,0,0,0,0
'Will look see if we can call these directly using perl.',0,1,0,0,0
'I just run into exactly this issue because I had to build my own kernel because of\nhttps://bugs.launchpad.net/gentoo/+bug/796030',1,0,0,0,0
"I confirm the bug is also present in the Xubuntu 12.04 (latest update):\nwithout any modification to the config files, but simply for testing, I launched:\nlinux-3.2.0$ debian/rules updateconfigs\nand got the following output:\ndh_testdir;\n/bin/bash -e debian/scripts/misc/kernelconfig updateconfigs\n* Run silentoldconfig (yes=0) on amd64/config.flavour.generic ...\nmake[1]: Entering directory `/home/felix/Downloads/__SOURCES__/linux-3.2.0'\n\xa0\xa0HOSTCC  scripts/basic/fixdep\n\xa0\xa0GEN     /home/felix/Downloads/__SOURCES__/linux-3.2.0/build/Makefile\n\xa0\xa0HOSTCC  scripts/kconfig/conf.o\n\xa0\xa0SHIPPED scripts/kconfig/zconf.tab.c\n\xa0\xa0SHIPPED scripts/kconfig/zconf.lex.c\n\xa0\xa0SHIPPED scripts/kconfig/zconf.hash.c\n\xa0\xa0HOSTCC  scripts/kconfig/zconf.tab.o\n\xa0\xa0HOSTLD  scripts/kconfig/conf\nscripts/kconfig/conf --silentoldconfig Kconfig\n.config:5452:warning: override: TREE_RCU changes choice state\n#\n# configuration written to .config\n#\nmake[1]: Leaving directory `/home/felix/Downloads/__SOURCES__/linux-3.2.0'\n* Run silentoldconfig (yes=0) on amd64/config.flavour.virtual ...\nmake[1]: Entering directory `/home/felix/Downloads/__SOURCES__/linux-3.2.0'\n\xa0\xa0GEN     /home/felix/Downloads/__SOURCES__/linux-3.2.0/build/Makefile\nscripts/kconfig/conf --silentoldconfig Kconfig\n.config:5452:warning: override: TREE_RCU changes choice state\n#\n# configuration written to .config\n#\nmake[1]: Leaving directory `/home/felix/Downloads/__SOURCES__/linux-3.2.0'\nRunning splitconfig.pl for amd64\ndebian/scripts/misc/kernelconfig: line 130: /home/felix/Downloads/__SOURCES__/linux-3.2.0/debian/scripts/misc/splitconfig.pl: Permission denied\nmake: *** [updateconfigs] Error 1\nFor the record:\n$ uname -a\nLinux machine 3.2.0-23-generic #36-Ubuntu SMP Tue Apr 10 20:39:51 UTC 2012 x86_64 x86_64 x86_64 GNU/Linux",1,0,0,0,0
'Apparently, the problem is that the splitconfig.pl, as downloaded by apt-get source command is not executable.',1,0,0,0,0
'So, the workaround is to:\nlinux-3.2.0$ chmod +x debian/scripts/misc/splitconfig.pl\nand then relaunch:\nlinux-3.2.0$ debian/rules updateconfigs\nBut, now, the new errors are:\nRunning config-check for all configurations ...\ndebian/scripts/misc/kernelconfig: line 160: /home/felix/Downloads/__SOURCES__/linux-3.2.0/debian/scripts/misc/../config-check: Permission denied\ndebian/scripts/misc/kernelconfig: line 160: /home/felix/Downloads/__SOURCES__/linux-3.2.0/debian/scripts/misc/../config-check: Permission denied\ndebian/scripts/misc/kernelconfig: line 160: /home/felix/Downloads/__SOURCES__/linux-3.2.0/debian/scripts/misc/../config-check: Permission denied\ndebian/scripts/misc/kernelconfig: line 160: /home/felix/Downloads/__SOURCES__/linux-3.2.0/debian/scripts/misc/../config-check: Permission denied\ndebian/scripts/misc/kernelconfig: line 160: /home/felix/Downloads/__SOURCES__/linux-3.2.0/debian/scripts/misc/../config-check: Permission denied\ndebian/scripts/misc/kernelconfig: line 160: /home/felix/Downloads/__SOURCES__/linux-3.2.0/debian/scripts/misc/../config-check: Permission denied\ndebian/scripts/misc/kernelconfig: line 160: /home/felix/Downloads/__SOURCES__/linux-3.2.0/debian/scripts/misc/../config-check: Permission denied\ndebian/scripts/misc/kernelconfig: line 160: /home/felix/Downloads/__SOURCES__/linux-3.2.0/debian/scripts/misc/../config-check: Permission denied\ndebian/scripts/misc/kernelconfig: line 160: /home/felix/Downloads/__SOURCES__/linux-3.2.0/debian/scripts/misc/../config-check: Permission denied\ndebian/scripts/misc/kernelconfig: line 160: /home/felix/Downloads/__SOURCES__/linux-3.2.0/debian/scripts/misc/../config-check: Permission denied\n*** ERROR: 10 config-check failures detected\nIt seems to be a problem of permissions, too.',1,1,0,0,0
'Indeed.',0,0,0,0,0
'The workaround was to properly set the permissions:\nlinux-3.2.0$ chmod +x /home/felix/Downloads/__SOURCES__/linux-3.2.0/debian/scripts/misc/../config-check\nNow the final output of\nlinux-3.2.0$ debian/rules updateconfigs\nis:\ncheck-config: /home/felix/Downloads/__SOURCES__/linux-3.2.0/debian.master/config/enforce: loading checks\ncheck-config: 42/42 checks passed -- exit 0\nrm -rf build\nso, it seems to work.',0,1,1,0,0
"However, should'nt the permissions be properly set up by apt-get source when downloading the source package?",0,1,0,0,0
'Sorry,\nIt was only later that I saw on the page\nhttps://help.ubuntu.com/community/Kernel/Compile\nthe instructions:\nFor these two commands to work, you need to give the scripts in the debian/scripts/misc and debian/scripts directories execute permission with the following command:\nchmod -R u+x debian/scripts/*\nMea culpa.',0,1,0,0,0
'did you try resizing?',0,1,0,0,0
'Resizing by making the window wider works, but that requires manual user intervention.',0,1,1,1,0
'The issue is the default window size detracts from a clean user experience for appearance preferences.',1,0,0,0,0
'Well what version are you using?',0,0,0,0,0
'on Intrepid and hardy if i remember correctly the default size shows 3 themes per row.',0,0,0,0,0
'Its an issue with Jaunty',1,0,0,0,0
'also seeing this with ubuntu jaunty amd 64 .',1,0,0,0,0
"Hrm, I'm unable to reproduce this in jaunty with gnome-control-center 1:2.25.90-0ubuntu2 in a vm with an 800x600 resolution; even when reducing it 640x480, it still results in three themes per row by default.",0,0,0,0,0
'(Mind you, the default font size and appearance make these tools almost impossible to use at 640x480, due to their vertical length causing the bottom buttons to be displayed off screen.)',0,1,0,1,0
"declining the nominations those are used for blocker not for visual issues which happens to some user, I've 3 columns by default on my jaunty that likely depends of the themes installed, screen settings and locale",1,0,0,0,0
'There is a similar gtk bug on http://bugzilla.gnome.org/show_bug.cgi?id=460044',1,0,0,0,0
"Thanks for the report, it has been some time without any response or feedback in this bug report and we are wondering if this is still an issue for you with the latest release of Ubuntu the Natty Narwhal, May you please test with that version and comment back if you're still having or not the issue?",0,0,0,0,0
'Please have a look at http://www.ubuntu.com/download to know how to install that version.Thanks in advance.',0,0,0,0,0
'This is still an issue with the latest 11.04 version.',1,0,0,0,0
"Here's a screenshot showing the problem.",0,0,0,0,0
'It could all be solved by scrollbars.',0,1,1,0,0
"As it is there's just too much blank space in the dialog and it's not possible to size it down what makes it unusable on 600px vertical resolution displays.",1,0,0,0,0
'This also applies to other dialogues in gthumb.',1,0,0,0,0
'Samsung N130\nEasyPeasy\nGthumb (I like it, good compromise between performance & simplicity)\nCrop- Window\nA year ago I installed the stuff and the OK Button was just at the lower rim of the Crop- Window, good enough.',0,1,1,0,0
'Now, same Installation, same machine, The OK Button is under the rim.',1,0,0,0,0
'I have to get the Window to the upper rim of the screen, to make that possible I have to click away the panel first, NO FUN\nSo that window became a bit bigger, just a little too big?',0,1,0,1,0
'!',0,0,0,0,0
"@Stefan Don't mark this as incomplete unless you have a good reason for doing so.",0,0,0,0,0
"#514 was marked as invalid because its OP insisted that no content from those files ever be downloaded at all, which is impractical, for reasons outlined in that ticket's thread.",0,0,0,1,0
"However #532 suggests a decent workaround that's worth consideration.",0,0,1,0,0
'Architecture: amd64\nDistroRelease: Ubuntu 9.10\nPackage: transmission (not installed)\nProcEnviron:\n\xa0SHELL=/bin/bash\n\xa0LANG=en_US.UTF-8\nProcVersionSignature: Ubuntu 2.6.31-5.24-generic\nUname: Linux 2.6.31-5-generic x86_64\nUserGroups: adm admin cdrom dialout lpadmin plugdev sambashare',0,0,0,0,0
'This is affecting version 1.73-1ubuntu1 also.',1,0,0,0,0
'Just a notification.',0,0,0,0,0
"despite apport-collect misinforms that transmission isn't installed:\ndpkg -l transmission*\nun transmission\nii  transmission-common                             1.73-1ubuntu1\nii  transmission-gtk                                1.73-1ubuntu1",1,0,0,0,0
'Maybe this has something to do with Bittorrent protocol itself, like some entropy control that force the download of the most rare pieces to maintain their availability.',1,0,0,0,0
"As long as it keeps downloading just some few % of the unwanted files, I really don't care to much about it.",0,0,1,0,0
'This is still affecting Transmission 1.75 (9117)....',1,0,0,0,0
"I find it irritating because maybe I only want 1 file from a torrent's content but it can take a long time to get it because Transmission also downloads maybe 35% or more of a few other files...",1,0,0,0,0
"But I really like Transmission as a client, because it's simple and small-footprint.",0,0,1,0,0
':-)',0,0,0,0,0
'Yes this bug affects me as well.',1,0,0,0,0
'Though it never seems to download much of the files; the fact that they exist means I have to spend time rooting out anything I do not want.',1,0,0,0,0
'Hi, this bug stills exist on 2.33 version....',1,0,0,0,0
'This bug stills exist on 2.50 version too.....',1,0,0,0,0
'This bug stills exist on 2.51 version too.....',1,0,0,0,0
'CVE-2012-2373',0,0,0,0,0
'Patch 26c191788f18129af0eb32a358cdaea0c7479626 already in upstream 3.5',0,1,0,0,0
'CVE-2012-2373',0,0,0,0,0
'Patch 26c191788f18129af0eb32a358cdaea0c7479626 already in upstream 3.5',0,1,0,0,0
'CVE-2012-2373',0,0,0,0,0
'Patch 26c191788f18129af0eb32a358cdaea0c7479626 already in upstream 3.5',0,1,0,0,0
'# http://www.debian.org/doc/debian-policy/ch-files.html#s10.7.4\n#  The maintainer scripts must not alter a conffile of any package,\n#  including the one the scripts belong to.',0,0,0,0,0
'tags 290176 +wontfix\nthank\n--\nDimitri.',0,0,0,0,0
'http://dim.tapoueh.org\n« Bon, puisque tout le monde a oublié son maillot, voilà ce que je vous\npropose... »\n\xa0-- Moïse',0,0,0,0,0
'Binary package hint: smarty\nUpon installing the latest Smarty package with the standard PHP5/MySQL5 that come with Dapper, I found that I had to manually add the /usr/share/php/smarty directory to my php.ini.',1,0,0,0,0
"It'd be really nice if it automatically did this for you so you don't have less experienced admins puzzling over why it finished the setup with PEAR but didn't add the smarty dir to the include path.",0,1,1,0,0
"I'm not sure of the benefit of running Krusader under Gnome but I have uploaded a fix for this.",0,1,0,1,0
'Thank you.',0,0,0,0,0
