@relation rationale
@attribute sentence string
@attribute classification string
@data
'Indeed.','irrelevant'
'The workaround was to properly set the permissions:\nlinux-3.2.0$ chmod +x /home/felix/Downloads/__SOURCES__/linux-3.2.0/debian/scripts/misc/../config-check\nNow the final output of\nlinux-3.2.0$ debian/rules updateconfigs\nis:\ncheck-config: /home/felix/Downloads/__SOURCES__/linux-3.2.0/debian.master/config/enforce: loading checks\ncheck-config: 42/42 checks passed -- exit 0\nrm -rf build\nso, it seems to work.','relevant'
"However, should'nt the permissions be properly set up by apt-get source when downloading the source package?",'relevant'
'Sorry,\nIt was only later that I saw on the page\nhttps://help.ubuntu.com/community/Kernel/Compile\nthe instructions:\nFor these two commands to work, you need to give the scripts in the debian/scripts/misc and debian/scripts directories execute permission with the following command:\nchmod -R u+x debian/scripts/*\nMea culpa.','relevant'
'did you try resizing?','relevant'
'Resizing by making the window wider works, but that requires manual user intervention.','relevant'
'The issue is the default window size detracts from a clean user experience for appearance preferences.','relevant'
'Well what version are you using?','irrelevant'
'on Intrepid and hardy if i remember correctly the default size shows 3 themes per row.','irrelevant'
'Its an issue with Jaunty','relevant'
'also seeing this with ubuntu jaunty amd 64 .','relevant'
"Hrm, I'm unable to reproduce this in jaunty with gnome-control-center 1:2.25.90-0ubuntu2 in a vm with an 800x600 resolution; even when reducing it 640x480, it still results in three themes per row by default.",'irrelevant'
'(Mind you, the default font size and appearance make these tools almost impossible to use at 640x480, due to their vertical length causing the bottom buttons to be displayed off screen.)','relevant'
"declining the nominations those are used for blocker not for visual issues which happens to some user, I've 3 columns by default on my jaunty that likely depends of the themes installed, screen settings and locale",'relevant'
'There is a similar gtk bug on http://bugzilla.gnome.org/show_bug.cgi?id=460044','relevant'
"Thanks for the report, it has been some time without any response or feedback in this bug report and we are wondering if this is still an issue for you with the latest release of Ubuntu the Natty Narwhal, May you please test with that version and comment back if you're still having or not the issue?",'irrelevant'
'Please have a look at http://www.ubuntu.com/download to know how to install that version.Thanks in advance.','irrelevant'
'This is still an issue with the latest 11.04 version.','relevant'
"Here's a screenshot showing the problem.",'irrelevant'
'It could all be solved by scrollbars.','relevant'
"As it is there's just too much blank space in the dialog and it's not possible to size it down what makes it unusable on 600px vertical resolution displays.",'relevant'
'This also applies to other dialogues in gthumb.','relevant'
'Samsung N130\nEasyPeasy\nGthumb (I like it, good compromise between performance & simplicity)\nCrop- Window\nA year ago I installed the stuff and the OK Button was just at the lower rim of the Crop- Window, good enough.','relevant'
'Now, same Installation, same machine, The OK Button is under the rim.','relevant'
'I have to get the Window to the upper rim of the screen, to make that possible I have to click away the panel first, NO FUN\nSo that window became a bit bigger, just a little too big?','relevant'
'!','irrelevant'
"@Stefan Don't mark this as incomplete unless you have a good reason for doing so.",'irrelevant'
"#514 was marked as invalid because its OP insisted that no content from those files ever be downloaded at all, which is impractical, for reasons outlined in that ticket's thread.",'relevant'
"However #532 suggests a decent workaround that's worth consideration.",'relevant'
'Architecture: amd64\nDistroRelease: Ubuntu 9.10\nPackage: transmission (not installed)\nProcEnviron:\n\xa0SHELL=/bin/bash\n\xa0LANG=en_US.UTF-8\nProcVersionSignature: Ubuntu 2.6.31-5.24-generic\nUname: Linux 2.6.31-5-generic x86_64\nUserGroups: adm admin cdrom dialout lpadmin plugdev sambashare','irrelevant'
'This is affecting version 1.73-1ubuntu1 also.','relevant'
'Just a notification.','irrelevant'
"despite apport-collect misinforms that transmission isn't installed:\ndpkg -l transmission*\nun transmission\nii  transmission-common                             1.73-1ubuntu1\nii  transmission-gtk                                1.73-1ubuntu1",'relevant'
'Maybe this has something to do with Bittorrent protocol itself, like some entropy control that force the download of the most rare pieces to maintain their availability.','relevant'
"As long as it keeps downloading just some few % of the unwanted files, I really don't care to much about it.",'relevant'
'This is still affecting Transmission 1.75 (9117)....','relevant'
"I find it irritating because maybe I only want 1 file from a torrent's content but it can take a long time to get it because Transmission also downloads maybe 35% or more of a few other files...",'relevant'
"But I really like Transmission as a client, because it's simple and small-footprint.",'relevant'
':-)','irrelevant'
'Yes this bug affects me as well.','relevant'
'Though it never seems to download much of the files; the fact that they exist means I have to spend time rooting out anything I do not want.','relevant'
'Hi, this bug stills exist on 2.33 version....','relevant'
'This bug stills exist on 2.50 version too.....','relevant'
'This bug stills exist on 2.51 version too.....','relevant'
'CVE-2012-2373','irrelevant'
'Patch 26c191788f18129af0eb32a358cdaea0c7479626 already in upstream 3.5','relevant'
'CVE-2012-2373','irrelevant'
'Patch 26c191788f18129af0eb32a358cdaea0c7479626 already in upstream 3.5','relevant'
'CVE-2012-2373','irrelevant'
'Patch 26c191788f18129af0eb32a358cdaea0c7479626 already in upstream 3.5','relevant'
'# http://www.debian.org/doc/debian-policy/ch-files.html#s10.7.4\n#  The maintainer scripts must not alter a conffile of any package,\n#  including the one the scripts belong to.','irrelevant'
'tags 290176 +wontfix\nthank\n--\nDimitri.','irrelevant'
'http://dim.tapoueh.org\n« Bon, puisque tout le monde a oublié son maillot, voilà ce que je vous\npropose... »\n\xa0-- Moïse','irrelevant'
'Binary package hint: smarty\nUpon installing the latest Smarty package with the standard PHP5/MySQL5 that come with Dapper, I found that I had to manually add the /usr/share/php/smarty directory to my php.ini.','relevant'
"It'd be really nice if it automatically did this for you so you don't have less experienced admins puzzling over why it finished the setup with PEAR but didn't add the smarty dir to the include path.",'relevant'
"I'm not sure of the benefit of running Krusader under Gnome but I have uploaded a fix for this.",'relevant'
'Thank you.','irrelevant'
'Ack, sorry, wrong bug, ignore previous comment.','irrelevant'
"I'm reopening as confirmed.",'relevant'
'We could have smarty put a config file in the php conf.d as I described in my previous comment;','relevant'
"I've just realized that my fix only works if include_path has already been set in php.ini.",'relevant'
'It seems that if include_path has not been explicitly set before conf.d/smarty.ini is included it causes a segfault.','relevant'
'See http://bugs.debian.org/cgi-bin/bugreport.cgi?bug=497453 for my report on the include_path initialisation / concatenation segfault problem.','relevant'
"# There's a smarter way to do that\ntags 290176 - wontfix\nthanks\nAs explained in companion ticket in Ubuntu (https://bugs.launchpad.net/ubuntu/+source/smarty/+bug/44404) there's a simple way to do so by adding a .ini file in the conf.d dir of PHP5 (at least starting with PHP5.1, I think).",'relevant'
"Still it won't be possible though until bug #497453 is fixed.",'relevant'
'Hope this helps.','irrelevant'
'P.S.','irrelevant'
": wasn't tested for Samrty but for Zend framework (see https://bugs.launchpad.net/ubuntu/+source/zend-framework/+bug/220719).",'relevant'
'Best regards,\nOn Wed, Apr 13, 2005 at 03:38:52PM +0200, Dimitri Fontaine wrote:\n\n> # http://www.debian.org/doc/debian-policy/ch-files.html#s10.7.4\n> #  The maintainer scripts must not alter a conffile of any package,\n> #  including the one the scripts belong to.','irrelevant'
'> tags 290176 +wontfix\n>\n> thank\n> --\n> Dimitri.','irrelevant'
'> http://dim.tapoueh.org\n>\n> « Bon, puisque tout le monde a oublié son maillot, voilà ce que je vous\n> propose... »\n> \t-- Moïse\n>\n>','irrelevant'
'Fine for me to fix for tribe 4, but not a release blocker.','irrelevant'
"Couldn't we use a local version of www.google.com/firefox startpage?",'relevant'
'In Feisty, the homepage was useless after you had read it, and required to be change manually.','relevant'
'Else, it could be nice if we provided on an Ubuntu welcome page a way to easily (i.e.','relevant'
'with a click) set the homepage to some common ones.','relevant'
'(Not for Gutsy, but later).','irrelevant'
'Sorry, forget it, I was thinking of Firefox homepage.','irrelevant'
'What a shame... :-)','irrelevant'
'Is this also happening in thunderbird 1.5.0.13?','irrelevant'
'not a beta blocker','irrelevant'
'The 18 month support period for Gutsy Gibbon 7.10 has reached its end of life -\nhttp://www.ubuntu.com/news/ubuntu-7.10-eol .','irrelevant'
'As a result, we are closing the\nGutsy task.','irrelevant'
"I don't have this bug on Thunderbird 2.0.0.23 (Karmic), as long as I install the thunderbird-locale-fr package (but this is another bug: https://bugs.launchpad.net/ubuntu/+source/thunderbird-locales/+bug/280651 )",'irrelevant'
'Hi.','irrelevant'
"I'm not sure I'm understanding you.",'irrelevant'
"What is 'pan'/'panning'?",'irrelevant'
'When the mouse cursor reaches the edge of the viewport, it automatically scrolls in the direction of the edge reached.','relevant'
'For example, I am connecting into a 1280x1024 screen from a 1280x800 screen.','relevant'
'Upon connection, the top 800 lines are visible.','relevant'
'When I move the mouse cursor to the bottom edge of the screen, the view is automatically moved down making the lower part of the remote screen visible.','relevant'
'keepalive ping','irrelevant'
'pings are useless unless they come with a patch attached...','irrelevant'
'I am a user, not a developer.','irrelevant'
'If I could have written a patch, I would have.','irrelevant'
'I was simply ensuring that the report did not time out.','irrelevant'
"Right, setting to confirmed so it doesn't expire.",'irrelevant'
'Anyway, expiration is turned off for Ubuntu bugs (for now, it may change in the future).','irrelevant'
'Sent upstream:\nhttp://bugzilla.gnome.org/show_bug.cgi?id=580387','irrelevant'
'hello!','irrelevant'
'there is a package  [1] for this RFP bug.','relevant'
'maybe the packager is not interested in getting it into debian archive?','irrelevant'
'best,\nPedro Silva\n[1] deb http://anarxia.dyndns.org/debian ./\ndeb-src http://anarxia.dyndns.org/debian ./','irrelevant'
'On Wed, 2005-08-17 at 14:59 +0200, pedro silva wrote:\n\n> hello!','irrelevant'
'>\n> there is a package  [1] for this RFP bug.','relevant'
'> maybe the packager is not interested in getting it into debian archive?','irrelevant'
"Probably Bruno Barrera (CC'ed), maintainer of xmame, is interested on\npackaging/sponsoring this?",'irrelevant'
'--\nDavid Moreno Garza  | http://www.damog.net/\n\xa0GPG: C671257D - 6EF6 C284 C95D 78F6 0B78 FFD3 981C 5FD7 C671 257D\n\xa0Signed mail welcome.','irrelevant'
'Encrypted mail preferred.','irrelevant'
'Hello,\nThis is an automatic mail sent to close the ITP you have reported or\nare involved with.','irrelevant'
'Your ITP wnpp bug is being closed because of the following reasons:\n- It is, as of today, older than 365 days.','irrelevant'
"- It hasn't had any activity recently.",'irrelevant'
'As this is an automatic procedure, it could of course have something\nwrong and probably it would be closing some bugs that are not\nintended by owners and submitters (like you) to be closed, for\nexample if the ITP is still of your interest, or there has been\nsome kind of activity around it.','irrelevant'
'In that case, please reopen the\nbug, do it, DO IT NOW!','irrelevant'
"(I don't want to be blamed because of\nmass closing and not let people know that they can easily reopen\ntheir bugs ;-).",'irrelevant'
'To re-open it, you simply have to mail \nwith a body text like this:\nreopen 155473\nthanks bts\nFurther comments on the work done in the bug sent to\n would be truly welcomed.','irrelevant'
"Anyway, if you have any kind of problems when dealing with\nthe BTS, feel free to contact me and I'd be more than happy to help\nyou on this: .",'irrelevant'
'A similar process is being applied to other kind of wnpp bugs.','irrelevant'
'Thanks for your cooperation,\n\xa0-- David Moreno Garza .','irrelevant'
'GXMame is a gtk frontend to xmame, it makes it easier to use xmame.','relevant'
'http://sourceforge.net/projects/gxmame/\nthanks','relevant'
'I found a debian bug asking to package this application.','irrelevant'
"Unfortunately there hasn't been any activity there since 24 Aug 2006.",'irrelevant'
'My packaging skills are still very limited to go for a new package so lets hope a more experienced packager takes the step.','irrelevant'
"But I must say it's tempting :).",'irrelevant'
'Last Update: Apr 11 2005\nThe application does not appear to be under active development.','irrelevant'
'This reduces the chances of someone packaging it.','irrelevant'
'*** This is an automated message ***\nThis bug is tagged needs-packaging which identifies it as a request for a new package in Ubuntu.','irrelevant'
'As a part of the managing needs-packaging bug reports specification, https://wiki.ubuntu.com/QATeam/Specs/NeedsPackagingBugs, all needs-packaging bug reports have Wishlist importance.','irrelevant'
"Subsequently, I'm setting this bug's status to Wishlist.",'irrelevant'
'Thanks for the bug report.','irrelevant'
'This particular bug has already been reported, but feel free to report any other bugs you find.','irrelevant'
"Well, I really don't think this is an exact duplicate.",'irrelevant'
'262073 talks about a special key, found in special keyboards/laptops, being used for scrolling (i.e.','irrelevant'
'page up and down; not back and forward).','irrelevant'
'Here, the notion of back and forward is the one exhibited by, say, web browsers.','relevant'
'My request, rather, is to make available:\n1.','irrelevant'
'*Normal* key bindings for back and forward functionality, just as most PDF reader would have.','relevant'
'For example Alt+Left, Alt+Right.','relevant'
'2.','irrelevant'
'Possibly a item in the Go menu\n3.','relevant'
'And possibly remove or add new key bindings to the rotate page functionality\nBut, please feel free to categorize; I just wish to help make evince better :)','relevant'
"I agree with Jeenu, it's not a duplicate, marking as confirmed, I would find that useful too",'relevant'
'The request is an upstream one and it would be nice if somebody having it could send the bug the to the people writting the software (https://wiki.ubuntu.com/Bugs/Upstream/GNOME)','irrelevant'
'Sent upstream, adding bug watch','irrelevant'
'I think this is two issues\n1) Add menu entries and accompanying  keybindings for existing functionality.','relevant'
"I notice there is an 'autoscroll' feature which is also not in the menus.",'relevant'
'2)New History Feature (gnome-bugs #169903)','relevant'
'This feature is really important','relevant'
'I agree with ijk that evince should provide keybindings (customizable, if possible) for as many functionalities as possible, and least for:\n\xa0\xa0* navigating through the history,\n\xa0\xa0* reaching the page number field.','relevant'
'Thanks!','irrelevant'
'The download links are dead meanwhile.','irrelevant'
'The links are dynamic.','irrelevant'
'The source is linked from this page:\nhttp://packman.links2linux.org/package/ascal','irrelevant'
'Grrr, there already was a package on getdeb.','irrelevant'
'http://ascal.sourceforge.net/\nBut the sources are not available :/\nhttp://ftp.akl.lt/Linux/Ubuntu/getdeb/old/as/','irrelevant'
'Starting from scratch.','irrelevant'
'Package has been built for karmic.','relevant'
'Published.','irrelevant'
'Thanks.','irrelevant'
'---------------\nascal (0.1.1-1~getdeb1) karmic; urgency=low\n\xa0\xa0* Initial release (LP: #337878)\n\xa0-- Christoph Korn   Sun, 22 Nov 2009 13:56:15 +0100','irrelevant'
'*** This is an automated message ***\nThis bug is tagged needs-packaging which identifies it as a request for a new package in Ubuntu.','irrelevant'
'As a part of the managing needs-packaging bug reports specification, https://wiki.ubuntu.com/QATeam/Specs/NeedsPackagingBugs, all needs-packaging bug reports have Wishlist importance.','irrelevant'
"Subsequently, I'm setting this bug's status to Wishlist.",'relevant'
'Thanks for reporting this bug and any supporting documentation.','irrelevant'
'This bug seems to be unrelated to Xorg, not sure exactly which component, but it is at least Gnome related.','relevant'
'Changing to gnome-session.','relevant'
"Since this bug has enough information provided for a developer to begin work, I'm going to mark it as confirmed and let them handle it from here.",'irrelevant'
'Thanks for taking the time to make Ubuntu better!','irrelevant'
'What do you expect gnome-session to do about this in this case then?','irrelevant'
"There are multiple components in your desktop session which won't work properly if there is no home directory (eg, dbus, gconf etc will all fail).",'relevant'
"It's not entirely clear what you expect to happen",'irrelevant'
"As a sidenote: ctrl+alt+backspace isn't supposed to work anymore.",'relevant'
'al least not by default, se: https://wiki.ubuntu.com/X/Config/DontZap','relevant'
'Well, someone is welcome to work on the implementation they think is best, but there are probably more useful ways of investing time.','relevant'
"I don't think this isn't something the desktop team will be spending any time on.",'relevant'
"How about this instead:\n\xa0\xa0\xa0\xa0Well, I'm sure there are a lot of novice programmers out there who\n\xa0\xa0\xa0\xa0would love to learn the process of how to integrate a new component\n\xa0\xa0\xa0\xa0into gnome-session, and this is an awesome opportunity for someone\n\xa0\xa0\xa0\xa0new to get their hands dirty.",'irrelevant'
"The desktop team's pretty busy, but we'll ask them if they know any\n\xa0\xa0\xa0\xa0programmers who might want to get a chance to contribute something\n\xa0\xa0\xa0\xa0useful to the project, without being part of the critical path.",'irrelevant'
'Thanks for taking the time to help make gnome-session a truly\n\xa0\xa0\xa0\xa0bulletproof infrastructure!','irrelevant'
"...here's hoping...\n-pbr\nChris Coulson wrote:\n\n> Well, someone is welcome to work on the implementation they think is\n> best, but there are probably more useful ways of investing time.",'irrelevant'
"I don't\n> think this isn't something the desktop team will be spending any time\n> on.",'irrelevant'
'>\n> ** Changed in: gnome-session (Ubuntu)\n>    Importance: Low => Wishlist\n>\n> ** Changed in: gnome-session (Ubuntu)\n>        Status: Incomplete => New\n>\n> ** Changed in: gnome-session (Ubuntu)\n>      Assignee: Ubuntu Desktop Bugs (desktop-bugs) => (unassigned)\n>\n>','irrelevant'
'(Lucid) When no home directories are present because of NFS problems it automatically logs out for me, giving no message.','relevant'
'It might be a decent amount of work but it would be really nice if in case of no home directory Gnome would make a temporary home directory in /tmp, set home to $HOME variable to say /tmp/temphome/$USER and delete it when logging out(or on next login in case of crash/poweroff) and thow up a warning about nothing being saved permenenatly because your home directory could not be found.','relevant'
"LinkedIn\n------------\nBug,\nI'd like to add you to my professional network on LinkedIn.",'irrelevant'
'- Paul\nPaul Reiber\nLinux Specialist at Rackspace Hosting\nSan Antonio, Texas Area\nConfirm that you know Paul Reiber:\nhttps://www.linkedin.com/e/r7oize-gzm0t1f8-37/isd/6236734999/ru5cB4dI/?hs=false&tok=2j5y3MnDYBB581\n--\nYou are receiving Invitation to Connect emails.','irrelevant'
'Click to unsubscribe:\nhttp://www.linkedin.com/e/r7oize-gzm0t1f8-37/hj3buCiK7GXjnLzmVVsROEyKKArKVmIkLP59LzV/goo/516929%40bugs%2Elaunchpad%2Enet/20061/I2167185030_1/?hs=false&tok=0ujwnjDb4BB581\n\n(c) 2012 LinkedIn Corporation.','irrelevant'
'2029 Stierlin Ct, Mountain View, CA 94043, USA.','irrelevant'
'Thanks for the report.','irrelevant'
"I'd open another two separate bugs for the context menu and the launcher positioning.",'relevant'
'edited bug description and opened new bugs as requested:\nbug 790714\nbug 790723','relevant'
'Supposed to be only affecting Ayatana design so the unity entry is being marked invalid.','relevant'
'I changed the bug to ayatana-design when I learned that it was a more appropriate category but then also changed the unity affections to invalid but later learned that those should stay the way they were.','irrelevant'
"That's why I'm changing back the status to new.",'irrelevant'
'>>>The launcher can look like a crippled narwhal when used together with different themes.','relevant'
'bug 711982\n\nFor any other issue report a new bug please.','relevant'
'I have updated the description to refer to only one issue.','irrelevant'
'setting to incomplete as we wait for the design feedback from the people involved in the design of Unity.','irrelevant'
"Status changed to 'Confirmed' because the bug affects multiple users.",'relevant'
'There still is no power management support for nouveau, and no idea when that would change.','relevant'
'I agree; my bug #1037388 (marked duplicate to this one) describes the same experience.','relevant'
'There are a few machines for which this driver should be excluded by default.','relevant'
'Well I think it is clearly an important issue, even if only some machines overheat to failure, almost all mobile machines with nvidia suffer from bad battery mileage and unneeded fan noise.','relevant'
'Since I upgraded my ubuntu install and it reverted to the nuveau driver, my nvidia card regularly crashes due to overheating.','relevant'
'More than once a day.','relevant'
'This is a serious issue.','relevant'
'It sometimes takes out not only X by the entire computer.','relevant'
'Not to mention my electricity bills.','relevant'
'Please fix.','irrelevant'
'Nouveau fan management is now available in the linux kernel, but it is disabled by default for safety reasons.','relevant'
'The developers are considering enabling it by default in the 3.12 kernel.','relevant'
'In the meantime, see http://cgit.freedesktop.org/nouveau/linux-2.6/tree/Documentation/thermal/nouveau_thermal','relevant'
"Don't they use symbolic icons already?",'irrelevant'
'The last time I checked with the messaging menu, it used a symbolic icon.','irrelevant'
'I may be wrong, though.','irrelevant'
'As for indicator-application, its the job of the individual app developers to provide symbolic icon, not indicator-application','relevant'
'will need some assets from design','irrelevant'
'Could this be higher importance than Wishlist please?','irrelevant'
"It's a fairly old bug and makes third-party themes look bad including Adwaita.",'relevant'
"There are some subtle uses of color in the indicator icons:\n\xa0* messaging turns blue (and even had full colored icons briefly last cycle)\n\xa0* power cog (indicator-sesision) turns red when there's a problem in online accounts\n\xa0* sound turns dark when muted\nRight now, this is handled by different icon names for the diffeterent states.",'relevant'
'For example, indicator-messages-new is a blue version of indicator-messages.','relevant'
"I don't know if that can be easily replicated with symbolic icons.",'relevant'
"At the simplest, we'd need a way to specify the white color (maybe indirectly through widget state or so) when giving GtkImage an icon name.",'relevant'
"Status changed to 'Confirmed' because the bug affects multiple users.",'relevant'
"Ted, please don't close bugs like this without leaving an explanation.",'irrelevant'
"Don't they use symbolic icons already?",'irrelevant'
'The last time I checked with the messaging menu, it used a symbolic icon.','irrelevant'
'I may be wrong, though.','irrelevant'
'As for indicator-application, its the job of the individual app developers to provide symbolic icon, not indicator-application','relevant'
'will need some assets from design','irrelevant'
'Could this be higher importance than Wishlist please?','irrelevant'
"It's a fairly old bug and makes third-party themes look bad including Adwaita.",'relevant'
"There are some subtle uses of color in the indicator icons:\n\xa0* messaging turns blue (and even had full colored icons briefly last cycle)\n\xa0* power cog (indicator-sesision) turns red when there's a problem in online accounts\n\xa0* sound turns dark when muted\nRight now, this is handled by different icon names for the diffeterent states.",'relevant'
'For example, indicator-messages-new is a blue version of indicator-messages.','relevant'
"I don't know if that can be easily replicated with symbolic icons.",'relevant'
"At the simplest, we'd need a way to specify the white color (maybe indirectly through widget state or so) when giving GtkImage an icon name.",'relevant'
"Status changed to 'Confirmed' because the bug affects multiple users.",'relevant'
"Ted, please don't close bugs like this without leaving an explanation.",'irrelevant'
"Don't they use symbolic icons already?",'irrelevant'
'The last time I checked with the messaging menu, it used a symbolic icon.','irrelevant'
'I may be wrong, though.','irrelevant'
'As for indicator-application, its the job of the individual app developers to provide symbolic icon, not indicator-application','relevant'
'will need some assets from design','irrelevant'
'Could this be higher importance than Wishlist please?','irrelevant'
"It's a fairly old bug and makes third-party themes look bad including Adwaita.",'relevant'
"There are some subtle uses of color in the indicator icons:\n\xa0* messaging turns blue (and even had full colored icons briefly last cycle)\n\xa0* power cog (indicator-sesision) turns red when there's a problem in online accounts\n\xa0* sound turns dark when muted\nRight now, this is handled by different icon names for the diffeterent states.",'relevant'
'For example, indicator-messages-new is a blue version of indicator-messages.','relevant'
"I don't know if that can be easily replicated with symbolic icons.",'relevant'
"At the simplest, we'd need a way to specify the white color (maybe indirectly through widget state or so) when giving GtkImage an icon name.",'relevant'
"Status changed to 'Confirmed' because the bug affects multiple users.",'relevant'
"Ted, please don't close bugs like this without leaving an explanation.",'irrelevant'
"Don't they use symbolic icons already?",'irrelevant'
'The last time I checked with the messaging menu, it used a symbolic icon.','irrelevant'
'I may be wrong, though.','irrelevant'
'As for indicator-application, its the job of the individual app developers to provide symbolic icon, not indicator-application','relevant'
'will need some assets from design','irrelevant'
'Could this be higher importance than Wishlist please?','irrelevant'
"It's a fairly old bug and makes third-party themes look bad including Adwaita.",'relevant'
"There are some subtle uses of color in the indicator icons:\n\xa0* messaging turns blue (and even had full colored icons briefly last cycle)\n\xa0* power cog (indicator-sesision) turns red when there's a problem in online accounts\n\xa0* sound turns dark when muted\nRight now, this is handled by different icon names for the diffeterent states.",'relevant'
'For example, indicator-messages-new is a blue version of indicator-messages.','relevant'
"I don't know if that can be easily replicated with symbolic icons.",'relevant'
"At the simplest, we'd need a way to specify the white color (maybe indirectly through widget state or so) when giving GtkImage an icon name.",'relevant'
"Status changed to 'Confirmed' because the bug affects multiple users.",'relevant'
"Ted, please don't close bugs like this without leaving an explanation.",'irrelevant'
'Okay I am attaching the wicd.log file.','irrelevant'
'Removed the wpa key.','relevant'
"I don't know if it will help, but tonight after work, I am going to connect to an unsecured network.",'relevant'
'Alright so I guess this is not a super major issue, since Network Manager still works fine!','relevant'
'Sorry for bugging you Dan.','irrelevant'
'I am totally cool with using Network Manager, or just leaving the box unchecked.','relevant'
'I just wanted to pass the information along.','irrelevant'
'(Is that helpful?)','irrelevant'
'-M','irrelevant'
'Thanks for providing that info, Matt.','irrelevant'
"It looks like you're probably dealing with a driver issue.",'relevant'
"Your iwconfig output doesn't show any link quality or even a signal/noise level when you're connected to your network.",'relevant'
'Without it, wicd assumes the link quality is 0, which will lead to a disconnect/reconnect.','relevant'
"Usually the absence of that information indicates that your wireless driver isn't reporting it, but I would expect NM to run into some issues if that was the case.",'relevant'
"If you feel like digging deeper into what's going on I can give you some commands/scripts to query the link quality at layers lower than iwconfig.",'relevant'
'Hi Dan,\n\xa0\xa0No problem, glad to be of help, well more of time wasting.','irrelevant'
"I was not really that concerned with digging deeper into this issue, but if you feel that we should, to help others, should they run into a similar issue, then I don't mind.",'irrelevant'
'But I have a workaround and alternative software that works for the time being, so it is not a pressing matter.','relevant'
'Let me know if you feel we should look further into this.','irrelevant'
'-M','irrelevant'
'In Ubuntu 9.04 beta my problem with constant reconnection is solved.','relevant'
'The culprit before was an older version of the proprietary driver in Ubuntu reps (BCM4328 rev03 card).','relevant'
'Hi, I get this issue too.','relevant'
'Broadcom BCM4328 rev03, MacBook3,1, Ubuntu 9.04 with STA driver from repos and wicd 1.5.9-2.','irrelevant'
'I use WPA2 Personal.','irrelevant'
'Precisely the same issue with wicd connecting fine and then thrashing around until I stop it.','relevant'
'NetworkManager works fine, but the applet icon consistently shows 0%.','relevant'
'The bar in the drop-down network list is normal.','irrelevant'
"Just thought I'd add another couple of ideas...  Network Manager worked fine.",'relevant'
'Unchecking the reconnect automatically on connection loss option worked fine.','relevant'
'Still showed a low percent but network performance was fine.','relevant'
"Since the release of 9.04, I've installed fresh on one of my laptops (the Inspiron 910) from the command line and added X, gdm, wicd, etc.",'irrelevant'
"I'm not having an issue anymore.",'irrelevant'
'Actually upgraded my other laptop (the Inspiron 1520) and am in the process of installing wicd now.','irrelevant'
'Okay just rebooted, and everything seems to be working properly for me.','irrelevant'
'The underlying problem (for me at least) seems to be the Broadcom wl driver flaking out.','relevant'
'wicd calls iwconfig to get signal strength, iwconfig calls into the driver, but gets an error rather than the stats it needs.','relevant'
"I've opened bug 364413 against the driver / linux-restricted-modules:\nhttps://bugs.launchpad.net/ubuntu/+source/linux-restricted-modules/+bug/364413",'relevant'
"I've modified Wicd to not crash if the iwconfig output does not include the signal strength.",'relevant'
'This fix is available in 1.6.1.','relevant'
'Dont know if this will help anyone, but running wicd daemon with -u keeps my connection up even though the wicd-client reports signal strength of 0.','relevant'
'This is with a fresh install of wicd and broadcom wl drivers.','irrelevant'
'Sorry for double post, but it should be -n for no polling.','relevant'
'Hi kelate, thanks for your bug report!','irrelevant'
"You say it was getting stuck at language selection, so I've classified this as a bug in Ubiquity, but you also include a picture of some text output.",'relevant'
'Where did that output come from?','irrelevant'
'of course..the pictures were taken during the set-up..and the end of the stucked-please refer to this-08-03-09_2015.jpg','irrelevant'
'Oh, that language chooser, I see.','irrelevant'
"I don't know the package then, let me find out.",'irrelevant'
'This may also be related to the crash in bug 472009 as a few of those bug reports mention facebook.','relevant'
'Well, what version of flash are they using?','irrelevant'
'The only crash report I could find in those threads was bp-ff33bdc0-a5a3-452f-99be-ab9122090312.','irrelevant'
'May be cool to find out if all are the same sig.','irrelevant'
'New profile is also cool.','relevant'
'So, not sure.','irrelevant'
'Likely all using 10 r 22.','irrelevant'
"I'll go through them to find out but that's by far the most common.",'irrelevant'
'BtwVdpCapFilter.dll google says causes crashes in Flash and I can see a new facebook app that may be trying to use your webcam and leading to crashes.','relevant'
'Just random speculation.','irrelevant'
'(see bug 472009)','irrelevant'
'Looks like a range of Flash versions from 9r115 to 10r22 ... nothing in common really.','irrelevant'
'http://support.mozilla.com/tiki-view_forum_thread.php?locale=en-US&comments_parentId=311978&forumId=1 is the most helpful one it seems and it mentions webcams and facebook.','irrelevant'
'When I modify my personal status in facebook, the system freeze completely (the CAPS LOCK led begin to blink).','relevant'
'The only thing to do is to power off the laptop and then power up again.','relevant'
'It happens in the login page at work (it uses javascript too).','relevant'
'The system freeze like in facebook personal status editing.','relevant'
'Here are some informations on my machine and system:\nHP Pavilion dv3000 (dv3550el).','irrelevant'
