@relation rationale
@attribute sentence string
@attribute classification string
@data
"Commit 1556485 from Adrien Grand in branch 'dev/branches/lucene_solr_4_6'\n[ https://svn.apache.org/r1556485 ]\nLUCENE-5361: Fixed handling of query boosts in FastVectorHighlighter.",'irrelevant'
'While doing a final review, I noticed that you mistakenly modified the boost of the original query instead of the clone.','relevant'
'I took the liberty to fix it before committing but please let me know if this looks wrong to you.','relevant'
'Committed, thanks!','relevant'
'Wonderful!','relevant'
'Thanks.','irrelevant'
'First patch, 17 Oct 2013, quite rough, one nocommit.','relevant'
'The latest benchmark results for doc id sets are here: http://people.apache.org/~jpountz/doc_id_sets.html\nThe patch uses EliasFanoDocIdSet for caching when EliasFanoDocIdSet.sufficientlySmallerThanBitSet returns true,\nwhich is currently when load factor is at most 1/7, at about -0.85 log10 scale in the benchmark results.','relevant'
'Otherwise it uses WAH8DocIdSet, the current behaviour.','relevant'
'Does this choice make good use of the benchmark results?','relevant'
'To get the number of doc ids to be put in the cache, the patch checks for the type of the actual DocIdSet that is given, and uses FixedBitSet and OpenBitSet cardinality.','relevant'
'(Perhaps a similar method should be added to EliasFanoDocIdSet.)','relevant'
'In other cases, the patch falls back to WAH8DocIdSet.','relevant'
'I added a DocIdSet argument to cacheImpl(), there is a nocommit for that.','relevant'
'The patch also corrects a mistake in EliasFanoDocIdSet.sufficientlySmallerThanBitSet, the arguments should be int instead of long, just like the  EliasFanoDocIdSet constructor.','relevant'
'I like the idea of using the Elias-Fano doc id set given how it behaves in the benchmarks but it is tricky that it needs to know the size of the set in advance.','relevant'
'In practice, the cache impls that you are going to have in CWF.cacheImpl are most likely QueryWrapperFilters, not FixedBitSets or OpenBitSets, so there is no way to know the exact size in advance.','relevant'
'We could use DocIdSetIterator.cost but although it is recommended to implement this method by returning an upper bound on the number of documents in the set, it could return any number.','relevant'
'Do you think there would be a way to relax the Elias-Fano doc id set building process so that it could be built by providing an approximation of the number of docs in the set (at the cost of some compression loss)?','relevant'
'relax the Elias-Fano doc id set building process so that it could be built by providing an approximation of the number of docs in the set (at the cost of some compression loss)\nThe approximation would have to be a lower bound, i.e.','relevant'
'it might be higher than the actual number of documents.','relevant'
'The EliasFanoEncoder reserves all the memory it needs at construction time, so the loss in compression would be roughly as noticable as the accuracy of the bound.','relevant'
"DocIdSetIterator.cost has another purpose, so it's not worthwhile to use it here I think.",'relevant'
'Does the faster build time of the EF DocIdSet (compared to WAH8 and FBS) allow for an extra FBS to be built?','irrelevant'
'That is not immediately clear from the benchmark results, but it could be so.','irrelevant'
"DocIdSetIterator.cost has another purpose, so it's not worthwhile to use it here I think.",'relevant'
'I was mentioning it because it is the closest thing we have to a cardinality() which is available for every DocIdSet.','relevant'
'Does the faster build time of the EF DocIdSet (compared to WAH8 and FBS) allow for an extra FBS to be built?','irrelevant'
'That is not immediately clear from the benchmark results, but it could be so.','irrelevant'
'My guess is that it is faster to build the in-memory doc id sets compared to consuming the (eg.','relevant'
'QueryWrapper) filter we need to cache, so indeed, it may allow for building an additional FBS.','relevant'
'Since WAH8DocIdSet computes it size (available thorugh cardinality()), maybe we could build a WAH8DocIdSet in any case and replace it with an EF doc id set when there are not many documents  I can try to update the benchmarks to add the building of an additional FBS before the EF doc id set.','relevant'
'This also reminds me that I should look into the building time of the WAH8 doc id set, there are probably things to improve...','relevant'
"I'm currently thinking it may be due to the fact that it keeps resizing buffers but I may be completely wrong.",'relevant'
'... the closest thing we have to a cardinality() which is available for every DocIdSet.','irrelevant'
'For a single term used as a filter there is IndexReader.docFreq(Term), and that does fit in here.','relevant'
"(Ideally in this case the posting list could be copied from the index into the cache, but we're not there yet.)",'relevant'
'Shall I add a check for QueryWrapperFilter.getQuery() being a TermQuery and then use docFreq() ?','relevant'
'There is also a TermFilter in the queries module.','relevant'
'I have not looked at the code yet.','irrelevant'
'Is it necessary to move that to core so a check for that can be used here, too?','relevant'
'... maybe we could build a WAH8DocIdSet in any case and replace it with an EF doc id set when there are not many documents???','relevant'
'For any case in which the cardinality can not easily be determined, that indeed would make sense from the benchmark.','relevant'
'I can try to update the benchmarks to add the building of an additional FBS before the EF doc id set.','relevant'
'Adding a single FBS build to the EF DocIdSet can be visualized in the benchmark for the build times.','relevant'
'In that case the EF DocIdSet build result never gets above log(1) = 0, so an update of the benchmarks would not be needed.','relevant'
'Shall I add a check for QueryWrapperFilter.getQuery() being a TermQuery and then use docFreq() ?','relevant'
"I don't like much having support for specific filters based on instanceof calls.",'relevant'
'I really think the only two options are to consume the filter to cache twice, or to first load into memory in another filter impl and then load it again in an EF doc id set.','relevant'
'And I would go for option 2 since option 1 is likely going to be slower?','relevant'
"I don't like much having support for specific filters based on instanceof calls.",'relevant'
'Me neither, but that can be fixed by adding a docFreq() method to DocIdSet, as another hint to be used by CachingWrapperFilter.','relevant'
'This method should return the actual number of doc ids in the set when its return value >= 0.','relevant'
'The existing hint in DocIdSet is isCacheable(), its javadocs will need to updated since they need not mention BitSet anymore.','relevant'
"I also prefer option 2, but I'd like to avoid using the other filter impl when possible by using the docFreq hint.",'relevant'
"I'll try and make another patch for this.",'relevant'
'The existing hint in DocIdSet is isCacheable(), its javadocs will need to updated since they need not mention BitSet anymore.','relevant'
'Good point, I fixed it.','relevant'
"I also prefer option 2, but I'd like to avoid using the other filter impl when possible by using the docFreq hint.",'relevant'
'To me this feels like a big change compared to what it gives us.','relevant'
'I would prefer having another copy rather than adding this method.','relevant'
'It felt like a big change when I started, but it was easier than I thought, have a look at the patch of 18 Oct.','relevant'
'There are about 35 other places that directly extend DocIdSet or create a new one from an inline subclass, I have not checked these yet.','irrelevant'
'This passes the current TestCachingWrapperFilter,  but there are no tests for this change yet.','relevant'
'For small segments, maxDoc() <= 256,  this will use WAH8, would FBS better for those cases?','relevant'
"The last choice for using the EF after the WAH8 was built is done using sufficientlySmallerThanBitSet because that was available, but I'm not really sure whether a smaller load factor should be used there.",'relevant'
'Looking again at the benchmark on how to solve building an EF docidset without knowing the number of values in advance, one solution would be to use a PFD docidset for that because it builds quickly and it has good next() performance.','relevant'
'The next() will be used once through the set to build the final docidset to be cached.','relevant'
'However an even better way might be to use one or more temporary long arrays to store the incoming doc ids directly in FOR format, (without forming deltas and without an index).','relevant'
'This can be done because the maximum doc id value is known.','relevant'
'While storing the doc ids, one can switch to an FBS on the fly when the total number of doc ids becomes too high.','relevant'
'The existing PackedInts code should be a nice fit for this.','relevant'
'Since allocating the long arrays takes time, one can start with one array of say 1/512 of the maximum needed size, and continue into another (bigger) array as long as necessary or until an FBS is preferable.','relevant'
'After some more thought on this I think using the WA8 docidset as in the patch is the best solution for now, because I think that gives the best building time for the expected cases.','relevant'
'I might add an EliasFanoEncoder constructor with only an upperBound argument for this case.','relevant'
'This would leave some room for adding more values (as in ArrayUtil.grow) and it would reorganize the encoded sequence to always use the latest number of values.','relevant'
'Reorganizing the encoded sequence would be needed when the number of bits for encoding the lower values changes, and this is floor(log2(upperBound/numValues)) but never negative.','relevant'
'(In a docidset for filtering the upperBound is normally the segment size, and the values are the doc ids.)','relevant'
'About the patch of 20 Oct 2013:\nThere is an EliasFanoEncoder2 with a constructor with only an upperBound.','relevant'
'This class delegates to EliasFanoEncoder and has very much the same methods, but not yet a common interface/superclass.','relevant'
'It works by growing by a factor of 2 as necessary, and reencoding completely.','relevant'
'This reencoding could be optimized for the lower bits by using PackedInts to block decode/encode, but I have not taken the time to implement that.','relevant'
'The EliasFanoDocIdSet has an extra constructor that takes only an upperbound that uses EliasFanoEncoder2.','relevant'
'I ran some tests on this, it appears to work fine here.','relevant'
'A possibly misplaced assert in TestEliasFanoDocIdSet is corrected to make the test pass.','relevant'
'CachingWrapperFilter uses the extra EliasFanoDocIdSet constructor when the number of doc ids in the set is not known,\nand it reverts to FBS when this EliasFanoDocIdSet is not sufficiently smaller than an FBS.','relevant'
'For the rest see my comments on the patch of 18 Oct.','irrelevant'
'I also did a little bit of perfomance testing, the memory usage of the upperbound only constructor is higher, as expected.','relevant'
'The advance/next performance is only slightly less, again as expected.','relevant'
'I could not measure build times, I expect it to just about double for the upperbound only constructor.','relevant'
'I also did a little bit of perfomance testing, the memory usage of the upperbound only constructor is higher, as expected.','relevant'
'Instead of keeping the oversized encoder, maybe the encoder could be resized to its actual size when finished encoding?','relevant'
'This is what the other (wah8/pfor) sets do.','relevant'
'and it reverts to FBS when this EliasFanoDocIdSet is not sufficiently smaller than an FBS\nMaybe pfor/wah8 would still be useful here since they efficiently encode almost full sets?','relevant'
'Instead of keeping the oversized encoder, maybe the encoder could be resized to its actual size when finished encoding?','relevant'
'This is what the other (wah8/pfor) sets do.','relevant'
'I suppose you mean by recomputing the actually needed sizes for the long arrays of the encoder after all encoding is done, and then reallocating them?','relevant'
'That would certainly be possible.','relevant'
"I'll have a look at wah8/pfor for this.",'irrelevant'
'Maybe pfor/wah8 would still be useful here since they efficiently encode almost full sets?','relevant'
'The problem is that none of the compressing sets is as good as FBS at advancing far in almost full sets.','relevant'
"I'm working on this now, another patch is slowly on its way.",'irrelevant'
'About the patch of 21 Oct:\nAdds EliasFanoEncoderUpperBound (instead of EliasFanoEncoder2) with only an upperBound argument to the constructor.','relevant'
'Adds a freeze() method to EliasFanoEncoder to reallocate to actual size.','relevant'
'Both are used in EliasFanoDocIdSet, which now also reverts to using an FBS as needed.','relevant'
'Adapted TestEliasFanoDocIdSet to use EliasFanoDocIdSet randomly half of the time with a -1  numValues so it may use EliasFanoEncoderUpperBound instead of EliasFanoEncoder at first.','relevant'
'For the rest see my remarks about the patch of 20 Oct.','irrelevant'
'On the patch of 22 Oct:\nThe previous patch contains a bug in the freeze() code, it allocates more than an FBS size to one of the encoding arrays.','relevant'
'This should fix it.','relevant'
"I've done some more performance measurements of this EliasFanoDocIdSet that allows only an upperBound to its constructor.",'relevant'
"No surprising results but I'd like add an APL2 to  the benchmark program that was derived from the (Test)DocIdSetBenchmark at LUCENE-5236 and LUCENE-5101 and post it.",'relevant'
'Adrien, can I assume an APL 2 on the first DocIdSetBenchmark at LUCENE-5101?','relevant'
'The patch here is getting a little overloaded, so shall I open a separate issue for the EliasFanoDocIdSet that allows only an upperBound to its constructor?','relevant'
'I opened a github pull request for the latest patch:\nhttps://github.com/apache/lucene-solr/pull/19','irrelevant'
'Since LUCENE-5983 CachingWrapperFilter uses RoaringDocIdSet.','irrelevant'
'Are there any advantages for EliasFanoDocIdSet left for use there?','relevant'
"Although the elias-fano set is smaller in the sparse case, it's true that RoaringDocIdSet tends to be faster to build and to iterate on.",'relevant'
'So overall I think the RoaringDocIdSet has a better trade-off indeed.','relevant'
'Github user PaulElschot closed the pull request at:\n https://github.com/apache/lucene-solr/pull/19','irrelevant'
'Patch; it turned out to be easier than I expected: I just tapped into the existing logic that ShingleFilter has for handling holes between tokens.','relevant'
'+1, patch looks good.','relevant'
'+1 to your suggestion about ShingleFilterTest.TestTokenStream:\n// TODO: merge w/ CannedTokenStream?','relevant'
'Thanks Steve!','irrelevant'
"Here's a new patch w/ that TODO done ...",'relevant'
"I think it's ready.",'relevant'
"Commit 1524117 from Michael McCandless in branch 'dev/trunk'\n[ https://svn.apache.org/r1524117 ]\nLUCENE-5180: ShingleFilter creates shingles from trailing holes",'irrelevant'
"Commit 1524120 from Michael McCandless in branch 'dev/branches/branch_4x'\n[ https://svn.apache.org/r1524120 ]\nLUCENE-5180: ShingleFilter creates shingles from trailing holes",'irrelevant'
"Commit 1524122 from Michael McCandless in branch 'dev/trunk'\n[ https://svn.apache.org/r1524122 ]\nLUCENE-5180: move CHANGES entry",'irrelevant'
'java.lang.IndexOutOfBoundsException: start 9999, end 10004, s.length() 10000\n\tat java.lang.AbstractStringBuilder.append(AbstractStringBuilder.java:453)\n\tat java.lang.StringBuilder.append(StringBuilder.java:179)\n\tat org.apache.lucene.search.postingshighlight.DefaultPassageFormatter.append(DefaultPassageFormatter.java:135)\n\tat org.apache.lucene.search.postingshighlight.DefaultPassageFormatter.format(DefaultPassageFormatter.java:79)\n\tat org.apache.lucene.search.postingshighlight.PostingsHighlighter.highlightField(PostingsHighlighter.java:435)\n\tat org.apache.lucene.search.postingshighlight.PostingsHighlighter.highlightFields(PostingsHighlighter.java:353)\n\tat org.apache.lucene.search.postingshighlight.PostingsHighlighter.highlightFields(PostingsHighlighter.java:268)','irrelevant'
'Can you show a real usecase for a document matching beyond content.length()?','relevant'
"Your patch artificially creates an out-of-bound Passage, but I think it's better if we can see a real usecase, e.g.",'relevant'
'maybe a combination of TokenFilters may cause that?','relevant'
'But if e.g.','irrelevant'
"the app indexed content1 but then tries to highlight content2, I don't think that's a supported usecase...",'relevant'
'Please find attached another test case.','relevant'
'It is sort of bad luck to run into this in a real use case but it actually happened to me.','relevant'
'Interesting.','relevant'
"FYI, I will not be available in the next 2 weeks, and haven't reproduced it yet.",'irrelevant'
"If no one assigns himself to the issue, I will when I'm back.",'irrelevant'
"I have reproduced it with Manuel's test",'irrelevant'
"Attached is just a combined patch of Manuel's 2 patches.",'irrelevant'
'There is definitely bug(s) here.','relevant'
'As far as the fix, to me the big question (I put it in a nocommit to his test case), is if formatter classes should really have to deal with these cases.','relevant'
"OK here's a patch.",'relevant'
'the cause of the bug is that we only know startOffsets are always increasing (the algorithm relies on this, and merges them across terms).','relevant'
"So we cannot safely terminate when end >= limit (only start >= limit), but we don't have to confuse the formatter with the cases of terms that 'span' the limit.",'relevant'
'Hmm so this means we may pick a truncated passage to present?','relevant'
"I suppose it's unlikely to score well ... just seems bad though.",'relevant'
"Wait, couldn't we fix passageQueue.offer(current) to not offer it if current.endOffset == contentLength?",'relevant'
'Improved patch, thank you Mike','relevant'
"OK let's not try to address that on this issue ...",'relevant'
"I'm not even sure it needs fixing.",'relevant'
'It ought to be rare-ish that a truncated passage is selected.','irrelevant'
'There was a bug in my patch: I added another unit test for this!','relevant'
'I think its ready.','relevant'
'+1\nTricky!','relevant'
"Commit 1513207 from Robert Muir in branch 'dev/trunk'\n[ https://svn.apache.org/r1513207 ]\nLUCENE-5166: PostingsHighlighter fails with IndexOutOfBoundsException",'irrelevant'
"Commit 1513231 from Robert Muir in branch 'dev/branches/branch_4x'\n[ https://svn.apache.org/r1513231 ]\nLUCENE-5166: PostingsHighlighter fails with IndexOutOfBoundsException",'irrelevant'
'Thank you Manuel!','irrelevant'
'Thank you for the quick help!','irrelevant'
"I just found another problem here: If we have both, matches that do and matches that don't span the content boundary the formatter is asked to highlight the spanning match.",'relevant'
'Please find attached additional tests and a possible fix for this.','relevant'
'Hi Manuel: thank you!','irrelevant'
"Another bug, or a bug in my fix to the other bug \nI'll investigate deeper in a bit.",'irrelevant'
'Manuel: your fix is correct, thank you.','relevant'
"To explain: I had totally forgotten about this little loop on tf within the passage (i had removed this optimization in LUCENE-4909, which didnt turn out to work that great, so wasn't committed).",'relevant'
'We might at some point want to still just remove the optimization just based on the reason that it makes this thing more complicated, it was just intended to speed up the worst case (where someone has very common stopwords and stuff like that).','relevant'
'But for now to complete the bugfix, we should commit your patch (LUCENE-5166-revisited.patch).','relevant'
"Commit 1514367 from Robert Muir in branch 'dev/trunk'\n[ https://svn.apache.org/r1514367 ]\nLUCENE-5166: also fix and test this case where tf > 1 within the passage for a term",'irrelevant'
"Commit 1514379 from Robert Muir in branch 'dev/branches/branch_4x'\n[ https://svn.apache.org/r1514379 ]\nLUCENE-5166: also fix and test this case where tf > 1 within the passage for a term",'irrelevant'
'Thank you again!','irrelevant'
'4.5 release -> bulk close','relevant'
"Commit 1594464 from Robert Muir in branch 'dev/branches/lucene5666'\n[ https://svn.apache.org/r1594464 ]\nLUCENE-5166: clear most nocommits, move ord/rord to solr (and speed them up), nuke old purging stuff",'irrelevant'
'First draft of patch attached.','relevant'
'Let me know how this looks.','irrelevant'
'Thank you.','irrelevant'
'Thanks Tim!','irrelevant'
'This looks like a great improvement: I like factoring out calcDistance from calcSimilarity.','relevant'
'And I like that we now take raw into account when figuring out which comparison to make to accept the term or not.','relevant'
"Maybe we could improve it a bit: if raw is true we don't need to calcSimilarity right?",'relevant'
'For my sanity ... where exactly was the bug in the original code?','irrelevant'
'Thank you for your quick response!','irrelevant'
'I, too, was hoping to avoid calcSimilarity if raw is true, but I think we need it to calculate the boost.','relevant'
"Let me know if I'm missing something.",'irrelevant'
'The bug in the original code was that FilteredTermsEnum sets minSimilarity to 0 when the user-specified minSimilarity is >= 1.0f.','relevant'
'So, in SlowFuzzyTermsEnum, similarity (unless it was Float.NEGATIVE_INFINITY) was typically > minSimilarity no matter its value.','relevant'
"In other words, when the client code made the call with minSimilarity >=1.0f, that value was correctly recorded in maxEdits, but maxEdits wasn't the determining factor in whether SlowFuzzyTerms accepted a term.",'relevant'
'Doing an explicit levenshtein calculation here sort of defeats the entire purpose of having levenshtein automata at all!','relevant'
'I, too, was hoping to avoid calcSimilarity if raw is true, but I think we need it to calculate the boost.','relevant'
"Let me know if I'm missing something.",'irrelevant'
"Ahh, you're right ...",'relevant'
'I missed that.','irrelevant'
'OK.','irrelevant'
'The bug in the original code was that FilteredTermsEnum sets minSimilarity to 0 when the user-specified minSimilarity is >= 1.0f.','relevant'
'So, in SlowFuzzyTermsEnum, similarity (unless it was Float.NEGATIVE_INFINITY) was typically > minSimilarity no matter its value.','relevant'
"In other words, when the client code made the call with minSimilarity >=1.0f, that value was correctly recorded in maxEdits, but maxEdits wasn't the determining factor in whether SlowFuzzyTerms accepted a term.",'relevant'
'Oh, I see: FuzzyTermsEnum does this in its ctor, and SlowFuzzyTermsEnum extends that.','irrelevant'
'Now I understand the bug ... thanks.','irrelevant'
'Doing an explicit levenshtein calculation here sort of defeats the entire purpose of having levenshtein automata at all!','relevant'
"But this fix only applies in cases (edit distance > 2) where automaton's don't, I think?",'relevant'
'(The fixes are to LinearFuzzyTermsEnum).','irrelevant'
"Robert,\nI agree that it appears to, but if you want a distance > 2, the current levenshtein automaton doesn't allow that (http://blog.mikemccandless.com/2011/03/lucenes-fuzzyquery-is-100-times-faster.html?showComment=1303598602291#c3051732466052117784).",'relevant'
'The classic QueryParser silently converts distances > 2 to 2.','relevant'
'If I understand SlowFuzzyQuery correctly, it uses the levenshtein automaton for distances <= 2, but it runs brute force if the distance is > 2.','relevant'
"My personal preference would be to undeprecate SlowFuzzyQuery (certainly leave it in the sandbox) because it offers a capability that the current levenshtein automaton doesn't.",'relevant'
"In cases where the indices are very large, it wouldn't make sense to expose distance > 2 capability; but on small to medium indices, there are use cases that require it.",'relevant'
'Updated patch.','relevant'
'Added short circuits to avoid calculating similarity when not necessary.','relevant'
'Corrected term.length to text.length in calcSimilarity call.','relevant'
'Activated old tests that test for edit distance matches where the edit distances are greater than the query term length.','relevant'
'Thanks Tim, new patch looks great!','relevant'
'Thanks Tim!','irrelevant'
'Mike,\n  Thank you for your feedback and quick response!','irrelevant'
'Bulk close resolved 4.4 issues','relevant'
'patch.','relevant'
'looks good!','relevant'
"New patch, added a test case, and fixed PSDP to detect if you try to snapshot/release when it's not being used by an IW ...",'relevant'
"I think it's ready.",'relevant'
'+1!','relevant'
'[trunk commit] mikemccand\nhttp://svn.apache.org/viewvc?view=revision&revision=1478726\nLUCENE-4976: use single file to hold PersistentSnapshotDeletionPolicy state on disk','irrelevant'
'[branch_4x commit] mikemccand\nhttp://svn.apache.org/viewvc?view=revision&revision=1478730\nLUCENE-4976: use single file to hold PersistentSnapshotDeletionPolicy state on disk','irrelevant'
'[branch_4x commit] mikemccand\nhttp://svn.apache.org/viewvc?view=revision&revision=1478854\nLUCENE-4976: fix Solr IndexDeletionPolicy impls to handle empty commits onInit','irrelevant'
'[trunk commit] mikemccand\nhttp://svn.apache.org/viewvc?view=revision&revision=1478855\nLUCENE-4976: fix Solr IndexDeletionPolicy impls to handle empty commits onInit','irrelevant'
'[trunk commit] mikemccand\nhttp://svn.apache.org/viewvc?view=revision&revision=1479394\nLUCENE-4976: add missing sync / delete old save files','irrelevant'
'[branch_4x commit] mikemccand\nhttp://svn.apache.org/viewvc?view=revision&revision=1479395\nLUCENE-4976: add missing sync / delete old save files','irrelevant'
'Bulk close resolved 4.4 issues','relevant'
'facet collections have IntIterator interface.','relevant'
'And so the method should be something like IntIterator getChildren(int ordinal)?','relevant'
"I don't know much about IntIterator, but I surmise it'll do good enough.",'relevant'
'Added TaxoReader.getChildren(int ordinal) and corresponding test.','relevant'
'I also migrated PrintTaxonomyStats to use getChildren, which removed all mentions of ParallelTaxonomyArrays from it.','relevant'
"Shouldn't next() throw NoSuchElementException if child is already INVALID_ORDINAL?",'relevant'
"It shouldn't ever return INVALID_ORDINAL, right?",'relevant'
'Ie, caller screwed up and called next w/o calling hasNext first.','relevant'
"I looked at other IntIterator impls and none throw NoSuchElementException, so I thought it's best to follow.",'relevant'
"Also, since it returns ordinals, it's kind of ok to return INVALID_ORDINAL.",'relevant'
'I wished that we had a simple IntIterator interface with only next() for this case...','relevant'
"I don't mind throwing it though.",'relevant'
'What do you think?','irrelevant'
"Or we could return a not-Java-iterator, that just has int next() that returns INVALID_ORDINAL when it's done...",'relevant'
'Woops, our comments crossed...','irrelevant'
"I wished that we had a simple IntIterator interface with only next() for this case...\n+1, I think that's best.",'relevant'
'I wanted to avoid introducing another class (facet collections already use this primitive IntIterator), but maybe a ChildrenIterator with next() is simplest.','relevant'
"I'll look into it.",'irrelevant'
'Patch with ChildrenIterator','relevant'
'+1, thanks Shai!','relevant'
'[trunk commit] shaie\nhttp://svn.apache.org/viewvc?view=revision&revision=1464730\nLUCENE-4897: add a sugar API for traversing categories','irrelevant'
'[branch_4x commit] shaie\nhttp://svn.apache.org/viewvc?view=revision&revision=1464743\nLUCENE-4897: add a sugar API for traversing categories','irrelevant'
'Committed to trunk and 4x.','relevant'
'Closed after release.','relevant'
'I think that we should use a primitive iterator, e.g.','relevant'
"Here's a preliminary patch, implementing UninvertedFilterReader and cutting over DocTermOrdsRangeFilter to use it.",'relevant'
'Some questions:\n\nwhich package should this stuff be in?','relevant'
'FieldCache is in o.a.l.search, and the reader is in o.a.l.index.','relevant'
'there are a bunch of FieldCache-specific queries and filters.','relevant'
'Can these just be reworked to be DV-specific instead?','relevant'
'can we consolidate the various Ints, Floats, Shorts etc FieldCache interfaces into NumericDocValues?','relevant'
'this still uses the global FieldCache.','irrelevant'
'Should the caches be moved to the readers instead?','relevant'
"But I assume the plan is to remove aol.search.FieldCache entirely\nI wasn't going to initially - just make it package private.",'relevant'
'But thinking about it, can we just put a map of fieldnames->XXXDocValues in a threadlocal on UninvertingFilterReader (like on SegmentCoreReaders)?','relevant'
'That makes things a lot cleaner.','relevant'
"We'd need a way to purge the map, though.",'relevant'
"Maybe we should make a branch for this\nHaving just spent an hour or so trying to cut things over, yes, that's probably a good idea   It touches a lot of the codebase.",'relevant'
'Should simplify things like SortField a lot though.','relevant'
'\nI was wondering about how to do this.','relevant'
"We could add an optional Map<String, DocValuesType> parameter to the UFR constructor - if it's absent, then you can uninvert any field you like, at the risk of fieldcache-insanity.",'relevant'
'Why allow this?','irrelevant'
"I don't think we should do this.",'relevant'
'it also prevents it from working with anything that checks fieldinfos.','relevant'
'Maybe for the moment we should just get FieldCache moved into UFR and worry about passing CheckIndex in another issue?','relevant'
"Unless you think that we'll end up having to make major changes if we don't build this in from the beginning.",'relevant'
"I'm new to a lot of this part of the codebase, so all advice is very welcome here\nI think its a pretty big deal that a filterreader pass checkindex, otherwise its corrupt, and will behave in a corrupt way.",'relevant'
'there is also nothing to prevent someone from calling IW.addIndexes(IR) with it and making a truly corrupt index.','relevant'
"I'm willing to budge on this though, if we want to add this filterreader that doesnt pass checkindex, its ok to me as long as IndexWriter.addIndexes itself internally calls checkIndex on the incoming filterreader to prevent corruption.",'relevant'
"New patch, copying the uninvert logic from FieldCacheImpl into a new Uninverter class (I haven't worked out how to implement the NumericDocValues uninverter yet - pointers welcome), adding a cache to the UninvertingFilterReader itself and checking uninversions against a map of fieldnames to DocValuesTypes passed in as a constructor argument.",'relevant'
'New patch, with a NumericDocValues uninverter.','relevant'
'Also a basic test.','relevant'
"NumericDocValues doesn't work with 32-bit values yet (the test for IntField fails); I need to somehow detect at uninversion-time how wide the indexed values are.",'relevant'
'Something that will uninvert a LongField or DoubleField into a NumericDocValues representation.','relevant'
"OK, here's a patch that attempts to solve the problem of 32-bit vs 64-bit numeric values.",'relevant'
"I don't really like it, but it seems to work, so it's a start.",'relevant'
'Users of UninvertedFilterReader have to specify up-front the width of numeric fields they wish to uninvert.','relevant'
'This is hacky for any number of reasons, not the least of which is I have to define a whole new set of DocValuesTypes on Uninverter, which is a lot less elegant than just using the existing FieldInfo ones.','relevant'
"There doesn't seem to be a good way of detecting this at uninvert-time from the FieldInfo data, though.",'relevant'
"We could assume 64-bit values and fall back to 32-bit if we encounter an exception, but I worry that we're getting a performance hit here for every 32-bit field.",'relevant'
'Alan i didnt look closely, but could GrowableWriter be used to avoid the hack?','relevant'
'that way you only take up space relevant to the bits you are actually using...','relevant'
"Actually I've convinced myself that checking for a NumberFormatException is a better way of doing this...",'relevant'
'could GrowableWriter be used to avoid the hack?','relevant'
"I don't think so, because this is to do with reading the already-indexed bytes and converting them back to longs or ints.",'relevant'
"Unless I've got the wrong end of the stick here.",'irrelevant'
'Attached a patch that adds an inner class IntIterator that is consistent with the contract of a java.util.Iterator but next() returns a primitive int.','relevant'
'I tested basic expected usage.','irrelevant'
"I figured being close to a standard iterator would be more familiar/friendly, although if it worked similar to DocIdSetIterator it would be faster since the caller would check for the sentinal value instead of calling hasNext() (which wouldn't exist).",'relevant'
"I forgot to make the methods public, which I'll fix when it gets committed.",'relevant'
"I don't think we need to mimic java's Iterator?",'irrelevant'
"Ie, it's fine to have only next()...\nAlso, the iterator is wrong if a rehash happens right?",'relevant'
"Can you add to the javadocs that the set should not be modified while the iterator is in use, except using the iterator's remove method (like Java's HashMap)?",'relevant'
'Mike: sounds good.','relevant'
'But you know what?','irrelevant'
"Iteration by the client code on this data structure is actually so darned easy; maybe this set iterator isn't really needed after all, or could be supplied with a comment so it's clear how to do it.",'relevant'
'SentinalIntSet set = ...\nfor (int v : set.keys) {\n  if (v == set.emptyVal)\n    continue;\n  //use v...\n}\n\n\npiece-o-cake','relevant'
"maybe this set iterator isn't really needed after all\n+1",'relevant'
'So instead of adding to the API I decided to enhance the documentation to make it more clear how to use this class.','relevant'
'(attached)\nOf note I added a warning of the potential unsuitability of the lack of hashing of the key.','relevant'
'I committed better javadocs, including sample code to iterate the values.','relevant'
"Closing issue as won't fix (for now).",'relevant'
'If at some point we want an iterator, the patch is here and it can be re-considered.','relevant'
'Closed after release.','relevant'
'\nShould we create a branch.','irrelevant'
'I also have some ideas to fix...\nWe can, or maybe just use trunk?','irrelevant'
"I don't think the patch makes these factories any worse.",'relevant'
"+1 to commit Robert's patch to trunk and iterate there.",'relevant'
'Or you can assign the issue.','irrelevant'
"I just have family coming into town today and won't have any time to do any of the work to help out with this one.",'irrelevant'
'I thought i knew what was involved with this stuff pretty well but I grossly underestimated the amount of work to even throw the exception','irrelevant'
'I have no preference on how to proceed.','irrelevant'
'I just dont want to download such a large patch, modify the sources and upload it again.','irrelevant'
'especially as TortoiseSVN and other clients depend on order of files in filesystem, the order of created patches is different, too.','irrelevant'
'So its impossible to see any change in comparison to earlier patches.','irrelevant'
"As we don't intend to release trunk soon: If all tests pass, can you simply commit as a first step, Robert?",'irrelevant'
'+1 on the current patch.','relevant'
'We can open further issues to unfuck ResourceLoaderAware (it should be removed, too and the ResourceLoader should be passed to the ctor, too).','relevant'
'I committed this to trunk.','relevant'
'Can we be extra careful to use LUCENE-4877: in all commit messages so when its time to backport its easy to find the revisions?','irrelevant'
'Thanks in advance for any improvements!','irrelevant'
